MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006734,"Northwick",0,133.0,867.92,30.780,0,0.00
E02006735,"Warndon West",0,117.0,355.69,8.314,0,0.00
E02006736,"Warndon East",0,1984.0,3772.02,76.891,4,35293.03
E02006737,"Barbourne & Rainbow Hill",0,170.0,306.83,27.700,0,0.00
E02006738,"King George's Field",0,250.0,490.36,15.114,0,0.00
E02006739,"Henwick",0,171.0,997.62,13.045,4,0.00
E02006740,"Worcester Town North",0,170.0,2341.05,9.732,3,0.00
E02006741,"Lyppard Grange",0,1323.0,1586.18,13.342,0,0.00
E02006742,"Dines Green & St Johns",0,171.0,966.08,18.140,0,0.00
E02006743,"Ronkswood & Nunnery Wood",0,1456.0,2687.26,17.341,2,0.00
E02006744,"Worcester Town South",0,1984.0,2103.96,46.336,4,0.00
E02006745,"Lower Wick & Bromwich Road",0,208.0,959.74,27.027,1,0.00
E02006746,"Battenhall & Diglis",0,1243.0,1311.62,23.132,4,0.00
E02006747,"St Peters",0,1278.0,1132.45,15.713,2,0.00
