MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005377,"Markfield & Thornton",0,789.0,1569.65,32.401,0,0.00,572.78,11058.68,0.85
E02005378,"Groby East",0,398.0,509.46,3.018,0,0.00,1431.55,0.00,0
E02005379,"Groby West & Ratby",0,353.0,473.57,5.225,0,0.00,520.67,0.00,0.91
E02005380,"Market Bosworth",0,758.0,3591.19,53.607,0,0.00,171.42,0.00,0
E02005381,"Desford & Newbold Verdon",0,292.0,2777.00,25.604,0,0.00,137.26,406.16,0
E02005382,"Earl Shilton",0,629.0,653.21,38.287,0,0.00,1357.83,0.00,0
E02005383,"Barwell",0,292.0,822.37,21.979,0,0.00,144.99,0.00,1.71
E02005384,"Stoke Golding",0,999.0,4333.18,39.261,23,0.00,7339.77,0.00,0.85
E02005385,"Hinckley East",0,592.0,1301.02,23.349,0,0.00,5555.52,0.00,0
E02005386,"Hinckley Central",0,1469.0,2755.29,122.086,12,0.00,8255.67,0.00,0.36
E02005387,"Hinckley West",0,300.0,2399.95,34.398,1,33144.45,1720.44,14918.18,0
E02005388,"Hinckley Clarendon Park",0,300.0,2705.14,23.232,2,0.00,8925.77,0.00,1.95
E02005389,"Burbage St Catherines",0,300.0,355.31,20.891,0,0.00,451.90,0.00,0
E02005390,"Burbage Sketchley & Stretton",0,300.0,2270.55,42.142,0,0.00,21.11,79695.33,9.22
