MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005520,"Aylsham",0,230.0,1669.15,24.525,3,0.00
E02005521,"Reepham",0,542.0,2501.34,42.617,0,0.00
E02005522,"Coltishall",0,357.0,573.12,18.834,3,0.00
E02005523,"Horsford",0,246.0,979.97,20.327,0,0.00
E02005524,"Spixworth & St Faiths",0,246.0,436.52,11.139,0,0.00
E02005525,"Taverham",0,215.0,1267.38,35.738,0,0.00
E02005526,"Drayton & Thorpe Marriott",0,215.0,419.76,31.431,0,0.00
E02005527,"Wroxham",0,331.0,829.82,26.241,0,0.00
E02005528,"Old Catton",0,384.0,397.44,11.555,0,0.00
E02005529,"Hellesdon North West",0,257.0,749.32,8.599,0,0.00
E02005530,"Hellesdon South East",0,153.0,1716.08,10.601,0,0.00
E02005531,"Sprowston Central",0,605.0,912.22,8.938,0,0.00
E02005532,"Sprowston East",0,2060.0,2554.36,86.146,1,0.00
E02005533,"Blofield",0,331.0,1402.10,38.081,0,0.00
E02005534,"Thorpe St Andrew North",0,144.0,41.07,12.190,0,0.00
E02005535,"Thorpe St Andrew South & Dussindale",0,453.0,1971.18,15.852,2,0.00
E02005536,"Brundall & Cantley",0,348.0,2720.44,28.573,1,3165.26
E02005537,"Acle & Reedham",0,260.0,980.46,28.019,1,0.00
