MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002615,"Roe Lee",645,275.0,768.25,14.207,0,0.00,384.96,0.00,0
E02002616,"Lammack & Revidge",524,457.0,162.34,11.024,0,0.00,520.98,0.00,0
E02002617,"Little Harwood",665,275.0,407.04,11.710,0,0.00,0.00,0.00,0
E02002618,"Bastwell",570,275.0,35.82,6.937,0,0.00,0.00,0.00,0
E02002619,"Wensley Fold",559,382.0,403.47,13.692,0,0.00,60.09,0.00,0
E02002620,"Central Blackburn",570,507.0,6099.23,76.551,0,0.00,17307.07,949.76,0
E02002621,"Audley",646,275.0,1011.54,10.822,2,0.00,0.00,0.00,0
E02002622,"Shadsworth & Intack",689,275.0,1502.74,12.542,3,0.00,5979.83,0.00,0
E02002623,"Witton",612,182.0,1049.60,21.368,0,0.00,520.46,0.00,0
E02002624,"Beardwood",729,293.0,1025.65,16.881,0,0.00,0.00,0.00,0
E02002625,"Queen's Park & Higher Croft",688,568.0,3098.14,15.924,0,0.00,0.00,0.00,0
E02002626,"Meadowhead",656,293.0,135.12,8.966,0,0.00,0.00,0.00,0
E02002627,"Ewood & Fernhurst",717,293.0,337.42,11.663,1,0.00,0.00,0.00,0
E02002628,"North Darwen",728,111.0,414.16,12.359,1,0.00,0.00,0.00,0
E02002629,"East Darwen",662,111.0,44.89,8.749,0,0.00,0.00,0.00,0
E02002630,"Darwen Town",657,111.0,1505.26,28.953,0,0.00,5026.19,18112.96,0
E02002631,"South Darwen & Whitehall",591,111.0,194.39,18.400,0,0.00,0.00,14181.28,0
E02002632,"Tockholes",459,1467.0,2293.38,47.193,0,0.00,0.00,0.00,0
