MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004243,"Alderholt & Sixpenny Handley",0,1091.0,531.67,32.932,0,0.00
E02004244,"East Verwood",0,522.0,452.91,56.171,0,0.00
E02004245,"West Verwood",0,522.0,381.30,42.853,2,0.00
E02004246,"St Leonards",0,628.0,1899.01,32.797,2,0.00
E02004247,"Sturminster Marshall & Crichel",0,1070.0,1241.02,34.548,2,0.00
E02004248,"West Moors",0,614.0,419.97,22.850,1,0.00
E02004249,"Colehill",0,417.0,524.43,26.154,0,0.00
E02004250,"Ferndown Town",0,197.0,1634.40,47.781,2,0.00
E02004251,"Ferndown West & Canford Bottom",0,614.0,903.98,31.179,0,0.00
E02004252,"Wimborne Minster",0,417.0,2486.95,66.199,3,0.00
E02004253,"Parley & Hampreston",0,614.0,1546.16,32.168,0,0.00
E02004254,"Corfe Mullen",0,534.0,661.95,32.568,0,0.00
E02004255,"Gillingham",0,123.0,1702.98,20.969,2,0.00
E02004256,"Gillingham Outer",0,311.0,1193.15,27.796,0,0.00
E02004257,"Shaftesbury",0,103.0,946.56,24.000,3,0.00
E02004258,"Sturminster Newton & Stalbridge",0,291.0,1312.41,42.965,0,0.00
E02004259,"Child Okeford & Iwerne Minster",0,539.0,1643.16,26.146,0,0.00
E02004260,"Blandford Outer & Tarrants",0,436.0,15459.76,26.278,2,0.00
E02004261,"Blandford Forum Town",0,173.0,1606.42,41.127,2,0.00
E02004262,"Milborne",0,768.0,363.34,26.170,0,0.00
E02004263,"Bere Regis & Lytchett Matravers",0,818.0,380.90,19.490,1,1.96
E02004264,"Upton & Lytchett Minster",0,645.0,658.86,27.143,0,7.84
E02004265,"Wareham",0,228.0,1336.87,35.155,0,135.33
E02004266,"Bovington",0,467.0,7129.88,27.308,0,22.00
E02004267,"Corfe Castle & Langton Matravers",0,497.0,5046.70,16.837,2,0.00
E02004268,"Swanage",0,89.0,1620.73,27.239,5,0.00
E02004269,"Sherborne",0,171.0,1228.59,30.926,2,0.00
E02004270,"Yetminster",0,765.0,1100.83,27.465,0,0.00
E02004271,"Beaminster",0,880.0,812.92,44.156,0,0.00
E02004272,"Charlton Down",0,607.0,1555.58,57.623,0,0.00
E02004273,"Lyme Regis",0,396.0,3438.05,33.134,8,0.00
E02004274,"Bridport North",0,258.0,330.37,24.679,0,0.00
E02004275,"Burton Bradstock & Chideock",0,373.0,1383.19,25.145,0,0.00
E02004276,"Bridport South & West Bay",0,150.0,2500.27,13.988,5,0.00
E02004277,"Dorchester West & Poundbury",0,351.0,4373.91,55.858,11,0.00
E02004278,"Dorchester East",0,128.0,1625.96,14.286,2,0.00
E02004279,"Owermoigne",0,490.0,931.70,31.895,0,0.00
E02004280,"Chickerell & Chesil Bank",0,502.0,2974.45,25.008,1,0.00
E02004281,"Broadwey & Littlemoor",0,279.0,367.72,16.960,0,0.00
E02004282,"Preston & Lodmoor",0,279.0,2815.61,20.582,1,0.00
E02004283,"Westham North & Radipole",0,279.0,3690.89,14.390,9,0.00
E02004284,"Weymouth Town",0,279.0,2994.28,38.334,5,0.00
E02004285,"Westham South",0,140.0,1022.64,8.059,0,0.00
E02004286,"Weymouth West",0,140.0,0.00,4.997,0,0.00
E02004287,"Wyke Regis",0,140.0,59.17,5.763,1,0.00
E02004288,"Underhill & The Grove",0,182.0,2187.77,5.045,1,0.00
E02004289,"Southwell & Weston",0,42.0,2071.39,6.045,2,0.00
