MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002438,"Ferry Fryston",540,174.0,142.23,11.296,0,0.00,0.00,0.00,0.72
E02002439,"Castleford Town",553,174.0,1829.33,24.585,2,0.00,3016.42,415.69,57.91
E02002440,"Airedale",593,337.0,42.35,12.374,0,0.00,0.00,0.00,8.37
E02002441,"Castleford West",595,174.0,1151.64,16.346,0,0.00,0.00,0.00,6.08
E02002442,"Glasshoughton",629,337.0,6543.89,11.909,6,0.00,9931.89,25203.86,0.39
E02002443,"Outwood East",582,305.0,878.14,14.088,1,0.00,0.00,0.00,0.06
E02002444,"Stanley",651,546.0,1845.42,28.448,0,0.00,321.59,0.00,0
E02002445,"Outwood West",599,619.0,2311.96,13.343,4,0.00,4767.47,0.00,1.31
E02002446,"Altofts",585,410.0,1077.34,16.198,0,25318.05,0.00,24636.81,0
E02002447,"Knottingley",537,57.0,366.27,11.139,1,0.00,8743.81,0.00,18.59
E02002448,"Ferrybridge & West Knottingley",644,57.0,3319.66,12.624,4,56878.06,0.00,56878.06,2.29
E02002449,"Pontefract North East",577,163.0,455.73,18.513,0,0.00,1867.61,0.00,1.42
E02002450,"Normanton East",632,245.0,1171.06,35.619,1,17642.63,746.10,61289.97,0.26
E02002451,"Wrenthorpe & Kirkhamgate",667,454.0,3575.18,25.365,0,0.00,0.00,7484.75,0
E02002452,"Pontefract North West",569,300.0,4241.12,50.239,2,0.00,10703.56,0.00,43.87
E02002453,"Normanton West",551,211.0,1277.47,26.960,2,0.00,3054.40,0.00,15.43
E02002454,"Wakefield Central",591,867.0,6473.33,69.845,4,0.00,12660.61,1970.76,23.33
E02002455,"Pontefract South East",515,163.0,685.16,11.141,1,0.00,0.00,0.00,1.66
E02002456,"Wakefield St John's",583,454.0,2449.94,23.759,1,0.00,1489.32,0.00,10.34
E02002457,"Eastmoor",531,140.0,153.26,7.862,0,0.00,669.71,0.00,0.06
E02002458,"Ossett North",608,222.0,488.05,21.538,0,0.00,0.00,0.00,0.77
E02002459,"Alverthorpe & Flanshaw",582,426.0,1373.80,28.950,0,0.00,6938.00,0.00,8.67
E02002460,"Pontefract South West",512,163.0,202.85,17.776,0,0.00,0.00,0.00,0
E02002461,"Streethouse & Sharlston Common",597,573.0,1761.51,28.655,0,13264.74,0.00,32898.37,0.25
E02002462,"Ossett West",591,222.0,812.17,24.690,1,0.00,3171.09,0.00,3.91
E02002463,"Lupset",603,426.0,177.76,23.252,0,0.00,0.00,0.00,6.59
E02002464,"Featherstone",485,80.0,535.01,23.276,1,0.00,3410.89,15281.13,0.28
E02002465,"Thornes",548,454.0,3019.01,27.979,2,0.00,2969.11,0.00,0.39
E02002466,"Ossett South East & Horbury Bridge",590,360.0,171.70,27.003,0,0.00,0.00,0.00,2.4
E02002467,"Agbrigg & Belle Isle",469,454.0,1260.82,17.010,2,0.00,0.00,0.00,22.68
E02002468,"Horbury",508,248.0,935.15,26.111,2,0.00,1196.96,0.00,0.63
E02002469,"Crofton",411,468.0,1207.14,20.807,0,0.00,693.18,389.12,0
E02002470,"Sandal",506,314.0,1088.73,27.074,2,0.00,12597.70,0.00,0.43
E02002471,"Ackworth & Darrington",414,635.0,786.16,36.477,2,0.00,1842.84,0.00,0
E02002472,"Netherton & Middlestown",469,498.0,686.80,22.013,0,0.00,0.00,0.00,0
E02002473,"Durkar & Crigglestone",639,562.0,1406.90,20.389,1,0.00,0.00,0.00,0.55
E02002474,"Kettlethorpe & Chapelthorpe",573,562.0,496.90,19.903,0,0.00,356.75,14478.02,1.32
E02002475,"Walton",470,1008.0,3261.05,26.214,3,0.00,0.00,0.00,0.69
E02002476,"Kinsley & Fitzwilliam",329,415.0,635.00,11.023,0,0.00,0.00,0.00,4.14
E02002477,"Ryhill & South Hiendley",369,396.0,17.18,17.365,0,0.00,0.00,0.00,0.77
E02002478,"Upton",489,250.0,142.58,9.079,0,0.00,385.16,0.00,0
E02002479,"Hemsworth Town",410,228.0,570.81,14.304,2,0.00,7021.31,0.00,0.97
E02002480,"Moorthorpe",448,87.0,879.65,9.171,1,0.00,3347.13,0.00,0.87
E02002481,"South Elmsall",442,87.0,2375.35,11.024,1,0.00,170.96,190063.88,4.61
E02002482,"South Kirkby",393,148.0,255.03,10.247,0,0.00,538.02,0.00,2.07
