MSOA,Name,index-of-transport-accessibility,chargepoints,ulev,evhs,estimated-capacity
E02003122,"Glenholt & Widewell",0,2,169.0,13.412,1064.00
E02003123,"Southway",0,0,224.0,15.429,2639.49
E02003124,"Tamerton Foliot",0,0,224.0,5.719,564.84
E02003125,"Ernesettle",0,0,55.0,3.522,1611.57
E02003126,"Derriford & Estover",0,10,169.0,12.815,8771.72
E02003127,"King's Tamerton & West Park",0,0,224.0,12.997,277.15
E02003128,"Honicknowle & Manadon",0,0,55.0,5.321,1557.50
E02003129,"Crownhill",0,1,224.0,10.651,1541.16
E02003130,"St Budeaux",0,0,55.0,6.081,147.51
E02003131,"Deer Park & Leigham",0,4,399.0,11.882,1222.26
E02003132,"Ham",0,0,100.0,3.889,416.88
E02003133,"Higher Compton & Eggbuckland",0,0,265.0,10.438,20.00
E02003134,"North Prospect",0,2,100.0,3.553,1723.03
E02003135,"Keyham",0,0,100.0,2.787,4021.08
E02003136,"Plympton St Mary",0,1,134.0,15.157,446.59
E02003137,"Mannamead & Hartley",0,1,96.0,16.550,765.11
E02003138,"Peverell",0,1,232.0,10.492,428.42
E02003139,"Plympton Chaddlewood",0,1,134.0,7.524,4.20
E02003140,"Plympton Underwood",0,3,134.0,11.030,1501.23
E02003141,"Ford & Blockhouse Park",0,0,187.0,3.523,260.49
E02003142,"Efford",0,2,187.0,9.284,1101.45
E02003143,"Plympton St Maurice",0,0,134.0,10.993,356.74
E02003144,"Mutley",0,2,233.0,1.533,566.04
E02003145,"Stoke & Pennycomequick",0,0,278.0,7.740,392.46
E02003146,"Lipson",0,0,187.0,0.067,295.62
E02003147,"Devonport",0,3,91.0,3.555,2395.97
E02003148,"City Centre",0,20,137.0,4.472,2944.68
E02003149,"Cattedown & Prince Rock",0,0,137.0,0.027,2339.06
E02003150,"Millbay & Stonehouse",0,1,142.0,4.380,3078.42
E02003151,"Plymstock Elburton",0,0,285.0,22.198,235.85
E02003152,"Plymstock Hooe & Oreston",0,1,624.0,52.393,1197.20
E02003153,"Plymstock Goosewell & Staddiscombe",0,2,151.0,13.275,793.65
