MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02004290,"Ouston & Beamish",314,346.0,3096.79,17.057,0,0.00,0.00,0.00
E02004291,"Pelton & Perkinsville",315,233.0,288.82,21.464,1,0.00,254.55,0.00
E02004292,"Chester-le-Street North",321,380.0,2702.38,25.966,6,24092.44,4055.28,0.00
E02004293,"Chester-le-Street Town & Pelton Fell",309,225.0,2326.15,53.980,2,0.00,4100.04,0.00
E02004294,"Chester-le-Street South & East",309,225.0,2279.40,25.410,5,0.00,0.00,0.00
E02004295,"Great Lumley & Bournmoor",339,529.0,895.05,26.321,0,0.00,0.00,0.00
E02004296,"Sacriston",289,702.0,845.80,32.570,1,0.00,761.46,0.00
E02004297,"Burnopfield",259,256.0,918.43,26.476,4,0.00,0.00,0.00
E02004298,"Benfieldside",220,215.0,691.97,30.314,0,0.00,0.00,0.00
E02004299,"Stanley North & East",305,294.0,2974.56,16.809,8,0.00,7168.97,0.00
E02004300,"Catchgate & Dipton",245,215.0,645.39,16.587,0,0.00,0.00,9.27
E02004301,"Stanley South",302,121.0,605.56,13.578,4,0.00,0.00,0.00
E02004302,"Stanley West & Annfield Plain",274,121.0,884.34,15.230,7,0.00,3275.90,1548.94
E02004303,"Consett",220,145.0,2301.27,38.447,6,0.00,11266.65,0.00
E02004304,"Delves Lane & Leadgate",216,266.0,791.85,29.518,1,0.00,351.64,0.00
E02004305,"Bridgehill",218,206.0,1549.48,27.119,0,0.00,9034.87,0.00
E02004306,"Lanchester",246,489.0,601.44,25.685,1,0.00,0.00,3078.09
E02004307,"Langley Park & Satley",245,223.0,852.52,22.674,0,0.00,452.53,0.00
E02004308,"Newton Hall & Brasside",309,529.0,3740.97,16.019,2,0.00,11286.97,5501.18
E02004309,"Pity Me & Framwellgate Moor",306,315.0,1923.13,14.689,12,0.00,0.00,0.00
E02004310,"Bearpark & Witton Gilbert",271,589.0,1471.35,23.562,3,0.00,0.00,0.00
E02004311,"Sherburn & West Rainton",332,571.0,490.62,29.352,0,0.00,0.00,0.00
E02004312,"Belmont & Carrville",332,852.0,3441.86,62.177,9,0.00,0.00,0.00
