MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02001157,"Little Hulton North",800,206.0,259.39,22.181,0,0.00
E02001158,"Walkden North West",772,206.0,61.43,19.259,3,0.00
E02001159,"Walkden North East",843,312.0,106.08,25.031,0,0.00
E02001160,"Little Hulton South",806,287.0,12.44,21.511,0,0.00
E02001161,"Clifton",982,97.0,1098.28,9.628,2,0.00
E02001162,"Swinton Newtown",928,97.0,298.88,10.686,0,0.00
E02001163,"Walkden South",935,303.0,444.30,39.085,4,0.00
E02001164,"Clifton Green & Pendlebury East",891,164.0,630.54,10.870,0,0.00
E02001165,"Swinton West",899,303.0,625.10,45.714,0,0.00
E02001166,"Broughton Park",819,137.0,152.87,8.376,0,0.00
E02001167,"Kersal Dale",782,181.0,235.37,8.593,0,0.00
E02001168,"Swinton Worsley Road",886,478.0,1062.33,20.280,7,0.00
E02001169,"Ellenbrook & Boothstown",918,462.0,1563.17,41.627,0,0.00
E02001170,"Worsley",938,478.0,222.06,34.658,1,0.00
E02001171,"Swinton South East & Pendlebury West",887,164.0,83.52,6.489,0,0.00
E02001172,"Higher Broughton",794,137.0,1090.16,19.331,5,0.00
E02001173,"Cromwell Road & Broad Street",802,164.0,2042.65,8.993,2,0.00
E02001174,"Lightoaks",857,355.0,320.10,3.589,0,0.00
E02001175,"Winton & Westwood",982,190.0,321.01,8.036,1,0.00
E02001176,"Eccles",927,257.0,1290.89,17.765,3,0.00
E02001177,"Weaste & Seedley",904,466.0,4177.48,5.024,9,0.00
E02001178,"Salford Central & University",804,503.0,7648.56,8.934,22,0.00
E02001179,"Langworthy Buile Hill",829,115.0,226.02,4.721,0,0.00
E02001180,"Pendleton",871,115.0,2612.03,3.706,3,0.00
E02001181,"Peel Green",973,190.0,481.01,7.682,0,0.00
E02001182,"Barton upon Irwell",874,190.0,1101.68,16.375,4,0.00
E02001183,"Patricroft",946,190.0,1676.71,9.501,0,0.00
E02001184,"Ordsall & Salford Quays",881,366.0,17713.26,0.025,23,0.00
E02001185,"Higher Irlam",801,247.0,1212.33,24.715,0,0.00
E02001186,"Lower Irlam & Cadishead",767,605.0,1305.03,35.455,5,0.00
