MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000194,"Crystal Palace Triangle",0,321.0,101.33,30.838,7,0.00,3563.06,296.76,3.38
E02000195,"Upper Norwood",0,1274.0,87.36,11.408,2,0.00,0.00,0.00,0.454
E02000196,"Norbury East",0,1094.0,21.13,7.107,1,0.00,0.00,0.00,0.2152
E02000197,"Norbury West",0,888.0,225.82,14.104,10,0.00,2183.05,0.00,0.719
E02000198,"Thornton Heath North West",0,907.0,120.03,8.669,2,0.00,957.13,0.00,1.187
E02000199,"Thornton Heath North East",0,727.0,2.51,5.451,0,0.00,0.00,0.00,0
E02000200,"South Norwood Hill",0,516.0,136.16,13.674,5,0.00,1977.72,0.00,0.312
E02000201,"South Norwood Central",0,141.0,70.01,4.499,3,0.00,0.00,0.00,0.861
E02000202,"Thornton Heath West",0,1094.0,0.00,6.723,2,0.00,0.00,0.00,0.27
E02000203,"Thornton Heath Central",0,1642.0,855.49,6.401,3,0.00,9846.98,0.00,2.024
E02000204,"West Thornton North",0,2032.0,597.15,9.227,10,0.00,1528.55,0.00,1.525
E02000206,"Selhurst North",0,1665.0,169.20,9.403,0,0.00,2123.52,0.00,1.207
E02000207,"Woodside & Ashburton",0,1079.0,0.00,6.140,2,0.00,0.00,0.00,1.248487
E02000208,"University Hospital & Queen's Road",0,1524.0,575.17,9.560,2,0.00,0.00,0.00,11.075
E02000209,"West Thornton South & Ampere Way",0,1524.0,2018.81,7.947,6,0.00,0.00,0.00,13.638
E02000210,"Addiscombe North",0,1079.0,84.11,8.178,5,0.00,330.24,0.00,0.024
E02000211,"Monks Orchard",0,938.0,69.81,13.351,0,0.00,0.00,0.00,0.5755
E02000212,"Broad Green & Waddon Marsh",0,1526.0,3625.73,22.131,4,0.00,1179.77,0.00,1.18
E02000213,"Selhurst South & West Croydon",0,1700.0,1309.34,14.274,10,0.00,3489.76,1507.67,11.295909
E02000214,"Addiscombe East",0,938.0,69.60,7.752,4,0.00,0.00,0.00,0.751
E02000215,"Addiscombe West",0,1845.0,218.01,38.057,7,0.00,0.00,2410.80,2.376
E02000216,"Park Hill & Lloyd Park",0,915.0,177.61,10.336,5,0.00,0.00,0.00,1.101798
E02000217,"Croydon Minster & Waddon North",0,1318.0,2474.77,15.387,9,0.00,8765.56,0.00,10.153
E02000218,"Shirley East",0,1394.0,0.49,8.721,2,0.00,0.00,0.00,0
E02000219,"Shirley West",0,1320.0,576.80,12.936,1,0.00,0.00,0.00,1.1495
E02000220,"Central Croydon",0,1700.0,1368.99,25.560,14,0.00,1299.17,0.00,13.1976
E02000221,"Waddon South",0,1639.0,2287.91,15.398,4,0.00,10649.63,10173.91,3.721
E02000222,"Croham",0,1877.0,173.09,17.684,0,0.00,0.00,0.00,1.4839
E02000223,"New Addington North",0,915.0,79.37,6.316,2,0.00,0.00,0.00,0
E02000224,"Purley North",0,701.0,458.04,64.863,5,0.00,462.41,0.00,2.324
E02000225,"New Addington Central",0,1320.0,31.41,7.124,1,0.00,0.00,0.00,0.09
E02000226,"Selsdon",0,1320.0,268.65,15.065,0,0.00,5190.95,0.00,0.577
E02000227,"Forestdale",0,1320.0,554.03,15.344,0,0.00,0.00,0.00,0.437114
E02000228,"Sanderstead",0,631.0,168.80,17.262,1,0.00,0.00,0.00,2.0078
E02000229,"New Addington South",0,938.0,162.67,6.962,0,0.00,0.00,0.00,0.72
E02000230,"Purley Central",0,1032.0,1532.08,57.467,8,0.00,10432.85,0.00,9.921
E02000231,"Woodcote",0,1281.0,108.55,42.112,1,0.00,0.00,0.00,4.6247
E02000232,"Selsdon Park & Hamsey Green",0,726.0,496.38,13.759,0,0.00,2022.76,0.00,1.694
E02000233,"Kenley North",0,701.0,56.80,29.067,3,0.00,0.00,0.00,0.863
E02000234,"Coulsdon",0,1281.0,1472.26,47.252,6,0.00,2034.46,7591.97,3.284
E02000235,"Kenley South",0,950.0,251.98,34.287,2,0.00,0.00,0.00,2.035
E02000236,"Woodmansterne",0,580.0,286.41,67.286,0,0.00,0.00,0.00,1.44
E02000237,"Old Coulsdon",0,1281.0,507.18,33.741,1,0.00,0.00,0.00,2.307
E02006788,"South Norwood Park",0,1079.0,291.03,4.706,2,0.00,0.00,0.00,1.7
