MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006403,"Stanwell North & Stanwell Moor",0,380.0,538.29,20.212,1,0.00
E02006404,"Stanwell South",0,467.0,841.50,19.750,2,0.00
E02006405,"Ashford West",0,296.0,895.52,19.989,1,0.00
E02006406,"Staines Town",0,306.0,3438.25,30.491,15,0.00
E02006407,"Ashford East",0,174.0,300.54,13.649,2,0.00
E02006408,"Ashford Common",0,401.0,1552.52,30.737,18,0.00
E02006409,"Staines South East",0,358.0,134.97,8.668,0,0.00
E02006410,"Sunbury Common",0,227.0,1568.85,35.159,9,0.00
E02006411,"Staines South West",0,184.0,400.15,13.172,0,0.00
E02006412,"Sunbury East",0,696.0,3744.43,24.970,4,0.00
E02006413,"Halliford & Sunbury West",0,332.0,1180.97,17.416,0,0.00
E02006414,"Littleton & Shepperton Green",0,463.0,2001.11,22.093,0,0.00
E02006415,"Shepperton Town",0,956.0,1967.83,42.311,4,0.00
