MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02004956,"Abbots Langley",0,504.0,1151.14,40.693,0,0.00,0.00,9463.47
E02004957,"Leavesden & Garston Manor",0,331.0,2414.61,39.523,34,0.00,0.00,0.00
E02004958,"Croxley North & Sarratt",0,1266.0,1015.90,35.563,4,0.00,0.00,0.00
E02004959,"Rickmansworth North & Loudwater",0,534.0,1156.01,93.239,0,0.00,0.00,0.00
E02004960,"Chorleywood",0,534.0,1031.45,23.340,0,0.00,660.41,0.00
E02004961,"Croxley Green",0,8066.0,1027.24,30.270,7,0.00,373.67,2949.20
E02004962,"Rickmansworth West",0,534.0,546.91,55.311,0,0.00,1447.39,2339.29
E02004963,"Oxhey Hall & Hayling",0,8065.0,252.06,18.591,0,0.00,0.00,0.00
E02004964,"Mill End",0,1216.0,2191.61,45.886,4,0.00,0.00,0.00
E02004965,"Carpenders Park",0,644.0,241.30,17.223,0,0.00,0.00,0.00
E02004966,"Moor Park & Batchworth",0,8436.0,3769.91,54.269,3,0.00,0.00,0.00
E02004967,"South Oxhey",0,163.0,205.34,27.799,0,0.00,0.00,0.00
