MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003407,"Britwell",0,25843.0,742.50,24.937,2,0.00
E02003408,"Manor Park",0,25843.0,3273.91,25.990,3,0.00
E02003409,"Haymill & Lynch Hill",0,27446.0,1984.53,14.434,0,0.00
E02003410,"Baylis & Stoke",0,25843.0,683.76,12.404,7,0.00
E02003411,"Wexham Lea",0,1149.0,1235.45,16.918,0,0.00
E02003412,"Cippenham Green",0,27138.0,751.62,9.460,2,0.00
E02003413,"Stoke Road & Wexham Road",0,26684.0,2359.27,24.097,4,0.00
E02003414,"Cippenham Meadows",0,29596.0,1993.38,12.097,0,0.00
E02003415,"Chalvey",0,29596.0,1731.82,13.423,10,0.00
E02003416,"Langley St Mary's",0,985.0,421.50,11.664,0,0.00
E02003417,"Central Slough & Upton Court",0,26828.0,1700.32,99.611,4,0.00
E02003418,"Langley Kederminster",0,841.0,349.20,12.312,1,0.00
E02003419,"Langley Foxborough",0,841.0,691.89,10.061,4,43523.17
E02003420,"Colnbrook & Poyle",0,841.0,201.27,18.534,1,0.00
