MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005761,"Masham",115,164.0,3874.37,26.284,0,0.00
E02005762,"Ripon North & West",256,164.0,793.76,18.407,0,0.00
E02005763,"Dishforth",436,1156.0,1861.47,29.456,0,0.00
E02005764,"Ripon South & East",324,164.0,2321.94,37.376,3,0.00
E02005765,"Boroughbridge & Marton-cum-Grafton",455,856.0,1128.63,29.381,0,0.00
E02005766,"Pateley Bridge & Nidd Valley",78,533.0,1517.54,60.262,0,0.00
E02005767,"Knaresborough North",300,880.0,1288.04,35.984,0,0.00
E02005768,"Killinghall & Hampsthwaite",247,710.0,2152.45,25.769,0,0.00
E02005769,"Knaresborough Central",391,170.0,950.93,49.357,1,0.00
E02005770,"Bilton",213,177.0,158.13,11.630,0,0.00
E02005771,"Saltergate",191,710.0,966.79,15.942,0,0.00
E02005772,"Knaresborough South & Follifoot",429,703.0,2068.63,23.758,1,0.00
E02005773,"Harrogate East",239,1043.0,850.09,94.537,0,0.00
E02005774,"Starbeck",316,510.0,276.27,30.733,0,0.00
E02005775,"Central Harrogate",219,510.0,2794.36,45.391,6,0.00
E02005776,"Ouseburn",466,908.0,2812.79,52.938,3,0.00
E02005777,"Hookstone",363,1213.0,4329.14,40.331,0,0.00
E02005778,"Menwith",230,1539.0,4180.35,59.865,0,0.00
E02005779,"Stray",260,1043.0,2044.26,34.598,0,0.00
E02005780,"Harrogate West & Pannal Ash",249,1043.0,2876.73,67.604,0,0.00
E02005781,"Spofforth",376,1557.0,1560.96,42.967,1,0.00
