MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02001467,"New Brighton",257,87.0,1511.10,13.389,8,0.00,5916.60,0.00
E02001468,"Wallasey East",275,122.0,55.94,10.558,4,0.00,0.00,0.00
E02001469,"Wallasey Village",359,122.0,870.30,12.017,0,0.00,0.00,0.00
E02001470,"Wallasey Central",323,122.0,615.07,10.753,1,0.00,7501.95,0.00
E02001471,"Egremont",284,122.0,46.62,3.114,3,0.00,0.00,0.00
E02001472,"Leasowe",368,218.0,1297.21,12.043,0,0.00,0.00,0.00
E02001473,"Liscard",347,122.0,941.62,12.280,4,0.00,0.00,0.00
E02001474,"Seacombe",300,103.0,2603.76,3.346,4,0.00,0.00,0.00
E02001475,"Leasowe South & Moreton East",330,96.0,1263.11,12.316,0,0.00,0.00,0.00
E02001476,"Poulton",362,103.0,502.31,2.764,1,0.00,0.00,0.00
E02001477,"Bidston Hill",350,325.0,2668.78,11.445,5,0.00,9443.60,0.00
E02001478,"Moreton West",374,188.0,531.27,20.657,1,0.00,660.13,0.00
E02001479,"Great Meols",271,305.0,532.65,21.438,0,0.00,0.00,839.01
E02001480,"Hoylake",197,209.0,649.47,52.555,13,0.00,489.54,0.00
E02001481,"Claughton North",311,290.0,170.40,14.640,2,0.00,0.00,0.00
E02001482,"Birkenhead Central",294,345.0,8800.01,11.830,4,0.00,0.00,2107.62
E02001483,"Saughall Massie",378,188.0,403.32,14.461,0,0.00,0.00,0.00
E02001484,"Upton West",420,92.0,1981.26,27.254,0,0.00,0.00,0.00
E02001485,"Noctorum North & Upton East",399,314.0,339.10,16.545,0,0.00,0.00,0.00
E02001486,"Claughton South & Oxton North",317,290.0,151.71,25.332,0,0.00,0.00,0.00
E02001487,"Birkenhead South",314,123.0,2021.25,8.449,0,0.00,0.00,5054.09
E02001488,"Oxton South",333,345.0,339.73,12.617,0,0.00,2429.41,0.00
E02001489,"Greasby",316,233.0,671.78,22.014,0,0.00,0.00,0.00
E02001490,"Noctorum South",417,277.0,1280.92,26.411,0,0.00,2632.27,0.00
E02001491,"Woodchurch",419,92.0,2655.19,15.532,9,0.00,6019.88,0.00
E02001492,"West Kirby",215,209.0,929.30,49.509,1,0.00,4591.22,0.00
E02001493,"Tranmere",325,123.0,645.97,9.507,0,0.00,0.00,0.00
E02001494,"Caldy & Newton",228,141.0,549.65,48.147,0,0.00,343.78,0.00
E02001495,"Egerton Park",375,154.0,148.28,7.504,0,0.00,0.00,0.00
E02001496,"Prenton",402,277.0,0.00,11.105,2,0.00,0.00,0.00
E02001497,"Bebington New Ferry",322,248.0,733.26,29.917,0,0.00,1612.63,0.00
E02001498,"Woodhey",402,154.0,665.84,18.610,0,0.00,0.00,0.00
E02001499,"Thursaston & Irby",302,323.0,1088.06,26.560,0,0.00,0.00,0.00
E02001500,"Pensby & Thingwall",325,311.0,588.03,30.210,0,0.00,0.00,0.00
E02001501,"Higher Bebington",486,189.0,258.21,21.744,0,0.00,0.00,0.00
E02001502,"Lower Bebington & Bromborough Pool",415,272.0,3099.85,26.177,0,0.00,2044.68,59710.52
E02001503,"Heswall",307,219.0,1484.46,62.368,2,0.00,5354.51,0.00
E02001504,"Poulton",449,363.0,5762.11,24.917,0,0.00,0.00,0.00
E02001505,"Bromborough North",415,162.0,2433.25,18.663,8,0.00,9835.31,36500.59
E02001506,"Gayton & Lower Heswall",328,354.0,379.44,60.904,0,0.00,717.91,0.00
E02001507,"Bromborough South",482,193.0,508.15,14.042,0,0.00,0.00,0.00
E02001508,"Eastham",558,203.0,853.41,17.403,0,0.00,0.00,0.00
