MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005453,"Washingborough & Branston",0,379.0,791.53,31.954,0,0.00
E02005455,"Skellingthorpe",0,668.0,3540.81,40.191,0,0.00
E02005456,"Bracebridge Heath & Waddington",0,709.0,3061.05,21.305,0,0.00
E02005457,"Metheringham",0,440.0,614.78,29.757,0,0.00
E02005458,"Navenby",0,841.0,733.31,12.509,0,0.00
E02005459,"Ruskington North & Billinghay",0,614.0,636.96,26.734,0,0.00
E02005460,"Ruskington West & Cranwell",0,567.0,4335.89,17.579,0,0.00
E02005461,"Ruskington South",0,320.0,873.99,26.306,0,0.00
E02005462,"Sleaford East",0,188.0,2866.40,45.759,2,0.00
E02005463,"Sleaford West",0,188.0,265.77,18.087,0,0.00
E02005464,"Heckington",0,472.0,1052.79,25.840,0,0.00
E02006866,"North Hykeham South",0,330.0,0.00,16.810,0,0.00
E02006867,"North Hykeham North",0,330.0,1809.46,26.195,5,14.85
