MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002905,"Wigmore",0,368.0,701.91,13.320,0,0.00
E02002906,"Leominster North",0,172.0,460.14,5.040,0,0.00
E02002907,"Leominster South",0,172.0,2061.94,16.202,3,0.00
E02002908,"Shobdon",0,638.0,1906.78,21.439,2,0.00
E02002909,"Bromyard & Bishop's Frome",0,828.0,1537.14,42.238,2,0.00
E02002910,"Kington",0,414.0,815.59,22.858,2,0.00
E02002911,"Credenhill",0,516.0,1676.94,24.113,1,0.00
E02002912,"Lugwardine",0,384.0,599.92,17.758,0,0.00
E02002913,"Colwall",0,613.0,707.65,33.336,0,0.00
E02002914,"Hereford North West",0,384.0,5791.93,16.243,5,0.00
E02002915,"Hereford North East",0,384.0,1407.85,18.220,0,0.00
E02002916,"Hereford Central",0,770.0,4571.96,70.426,8,0.00
E02002917,"Hereford West",0,154.0,996.73,9.071,0,0.00
E02002918,"Hereford East",0,384.0,385.17,14.066,0,0.00
E02002919,"Hereford South",0,383.0,1082.83,14.643,4,0.00
E02002920,"Belmont",0,383.0,2234.39,13.883,2,0.00
E02002921,"Hereford South West",0,229.0,235.91,11.264,0,0.00
E02002922,"Fownhope",0,749.0,1194.51,25.567,0,0.00
E02002923,"Ledbury",0,210.0,3086.76,37.081,4,0.00
E02002924,"Golden Valley",0,676.0,480.65,23.774,0,0.00
E02002925,"Kingstone & Kingsthorne",0,640.0,3099.38,44.626,7,1349.94
E02002926,"Ross-on-Wye",0,181.0,2380.42,46.356,3,0.00
E02002927,"Penyard",0,903.0,1381.53,44.224,0,0.00
