MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003012,"Henbury & Brentry",0,229.0,1041.56,20.142,0,0.00
E02003013,"Southmead",0,796.0,1761.91,18.641,0,0.00
E02003014,"Lawrence Weston",0,320.0,10864.11,7.916,0,116559.20
E02003015,"Monks Park",0,779.0,1798.42,12.413,9,0.00
E02003016,"Upper Horfield",0,176.0,289.70,13.880,0,0.00
E02003017,"Westbury Village",0,16492.0,593.96,86.328,0,0.00
E02003018,"Sea Mills",0,465.0,431.61,31.519,0,0.00
E02003019,"Shirehampton & Avonmouth",0,91.0,3463.56,12.978,8,63116.82
E02003020,"Westbury on Trym",0,603.0,620.62,36.037,0,0.00
E02003021,"Horfield",0,405.0,810.91,12.554,2,0.00
E02003022,"Henleaze",0,605.0,697.09,30.571,0,0.00
E02003023,"Stapleton",0,15889.0,1445.47,21.681,0,0.00
E02003024,"Fishponds North",0,15889.0,1248.35,68.750,2,0.00
E02003025,"Lockleaze",0,16610.0,2858.96,11.470,2,0.00
E02003026,"Stoke Bishop",0,374.0,637.20,58.407,0,0.00
E02003027,"Bishopston",0,407.0,587.17,22.254,0,0.00
E02003028,"Westbury Park",0,781.0,537.75,27.037,0,0.00
E02003029,"Fishponds South",0,16057.0,101.60,16.401,0,0.00
E02003030,"Eastville",0,16103.0,785.74,13.929,2,0.00
E02003031,"Redland & St Andrew's",0,738.0,175.47,52.154,0,0.00
E02003032,"Speedwell",0,16271.0,774.93,17.088,0,0.00
E02003033,"Cotham",0,458.0,262.89,25.746,1,0.00
E02003034,"St Paul's",0,842.0,729.51,11.754,4,0.00
E02003036,"Kingsdown & Stokes Croft",0,666.0,494.70,13.766,5,0.00
E02003037,"Clifton East",0,227.0,446.26,17.852,0,0.00
E02003038,"Two Mile Hill",0,382.0,214.70,6.269,0,0.00
E02003039,"St George",0,382.0,55.08,3.842,0,0.00
E02003040,"Redfield",0,214.0,556.31,4.739,3,0.00
E02003041,"Clifton Village",0,395.0,650.68,21.835,5,0.00
E02003043,"Bristol City Centre",0,893.0,4606.82,17.801,52,0.00
E02003044,"Crews Hole",0,382.0,203.08,3.252,0,0.00
E02003045,"Hotwells",0,227.0,274.52,9.738,6,0.00
E02003046,"St Annes",0,278.0,1338.99,10.723,1,0.00
E02003047,"Southville",0,257.0,1988.98,8.188,3,0.00
E02003048,"Totterdown",0,431.0,267.51,6.030,0,0.00
E02003049,"Broom Hill",0,449.0,241.60,11.430,0,420.68
E02003050,"Bedminster",0,1059.0,2735.65,25.749,0,0.00
E02003051,"Windmill Hill",0,153.0,308.17,4.614,0,0.00
E02003052,"Ashton",0,153.0,783.42,6.806,0,0.00
E02003053,"Knowle Park",0,542.0,227.30,8.798,0,0.00
E02003054,"Brislington",0,449.0,3913.27,9.777,7,0.00
E02003055,"Knowle",0,431.0,234.95,7.649,0,0.00
E02003056,"Knowle West",0,431.0,581.68,7.842,1,0.00
E02003057,"Bishopsworth",0,219.0,1607.17,5.870,0,0.00
E02003058,"Hengrove",0,111.0,2532.92,17.639,0,0.00
E02003059,"Headley Park",0,219.0,1829.13,6.121,1,0.00
E02003060,"Stockwood",0,389.0,650.88,19.693,0,0.00
E02003061,"Highridge",0,66.0,164.06,5.240,0,0.00
E02003062,"Withywood",0,66.0,52.15,5.978,0,0.00
E02003063,"Whitchurch Park",0,177.0,574.03,16.042,2,0.00
E02003064,"Hartcliffe",0,177.0,647.95,8.570,1,0.00
E02006887,"Temple Meads",0,1538.0,6044.82,4.747,18,0.00
E02006888,"Upper Easton",0,214.0,711.66,6.072,0,0.00
E02006889,"Barton Hill",0,649.0,1846.44,3.629,4,0.00
E02006890,"Lower Easton",0,214.0,310.45,3.297,0,0.00
