MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005795,"Whitby West",41,91.0,1327.50,13.836,0,0.00
E02005796,"Esk Valley & Runswick Coast",73,109.0,2774.21,14.112,0,0.00
E02005797,"Whitby South & East",41,91.0,2420.45,7.379,0,0.00
E02005798,"Burniston",20,302.0,1800.30,23.738,2,0.00
E02005799,"Newby & Scalby",26,211.0,505.89,14.037,1,0.00
E02005800,"Scarborough Town & North Bay",26,250.0,2289.79,22.216,0,0.00
E02005801,"Barrowcliff & Northstead",25,70.0,295.00,4.968,0,0.00
E02005802,"Scarborough Central",26,140.0,657.04,8.121,0,0.00
E02005803,"Falsgrave",26,70.0,2144.72,10.758,1,0.00
E02005804,"Ramshill & South Cliff",26,140.0,1522.03,7.453,2,0.00
E02005805,"Wheatcroft & Cayton",25,109.0,2765.32,4.996,0,0.00
E02005806,"Eastfield",26,140.0,454.28,5.476,0,0.00
E02005807,"Ayton & Snainton",28,211.0,1919.51,18.230,0,0.00
E02005808,"Filey & Hummanby",23,344.0,4842.21,18.527,0,0.00
