MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005476,"Ancaster",0,481.0,3374.68,35.644,0,0,0.00,335.68,0.00,0
E02005477,"Long Bennington",0,685.0,3347.40,35.802,3,0,4698.29,9852.59,4698.29,0
E02005478,"Grantham North East",0,171.0,924.46,13.494,0,0,0.00,301.85,0.00,1.3
E02005479,"Grantham North West",0,572.0,2276.83,45.565,1,0,0.00,17130.77,0.00,0
E02005480,"Grantham South West",0,171.0,1020.29,7.906,2,0,0.00,334.43,0.00,0
E02005481,"Grantham South East",0,171.0,2756.56,19.736,0,0,0.00,8482.98,0.00,0.4
E02005482,"Corby Glen",0,670.0,2243.60,29.276,0,0,0.00,0.00,0.00,0
E02005483,"Morton & Billingborough",0,302.0,54.39,26.789,0,0,0.00,409.69,0.00,3.5
E02005484,"Harlaxton",0,368.0,2006.40,31.528,2,0,0.00,134.09,0.00,7.15
E02005485,"Bourne West",0,114.0,1239.52,42.738,1,0,0.00,4937.88,0.00,0
E02005486,"Bourne East",0,114.0,1634.98,30.833,3,0,0.00,6483.43,0.00,0
E02005487,"Langtoft",0,687.0,398.86,38.502,2,0,0.00,2404.14,0.00,0
E02005488,"Market Deeping",0,470.0,574.39,33.384,7,0,0.00,4337.02,0.00,0
E02005489,"Deeping St James & Frognall",0,470.0,303.74,23.168,0,0,0.00,252.47,0.00,0
E02005490,"Stamford North",0,238.0,733.58,30.332,0,0,0.00,1585.11,0.00,0.1
E02005491,"Stamford Central",0,238.0,2212.29,83.379,1,0,0.00,10915.22,0.00,9.59
