MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02000984,"Dunscar & Egerton",570,371.0,629.99,33.352,0,0.00
E02000985,"Bromley Cross & Bradshaw",601,257.0,1336.10,20.333,0,0.00
E02000986,"Eagley & Sharples",644,371.0,272.56,14.699,0,0.00
E02000987,"Horwich North",745,182.0,697.82,22.031,3,0.00
E02000988,"Astley Bridge & Waters Meeting",715,258.0,1903.89,11.554,0,0.00
E02000989,"Harwood",597,1005.0,521.41,17.213,0,0.00
E02000990,"Horwich South & Middlebrook",703,646.0,7927.80,46.832,6,0.00
E02000991,"Smithills",687,402.0,533.28,10.638,0,0.00
E02000992,"Blackrod & Butterwick Fields",786,239.0,880.24,17.991,0,0.00
E02000993,"Hall I' th' Wood",744,402.0,835.80,12.069,0,4233.10
E02000994,"Halliwell & Brownlow Fold",763,358.0,367.50,14.030,0,0.00
E02000995,"Doffcocker & Moss Bank",713,440.0,670.16,11.385,0,0.00
E02000996,"Breightmet North",677,144.0,536.60,10.371,0,0.00
E02000997,"Horwich East",827,431.0,3706.66,25.254,0,0.00
E02000998,"Gilnow & Victory",757,487.0,1319.76,12.475,0,0.00
E02000999,"Central Bolton",841,850.0,10564.90,77.559,22,0.00
E02001000,"Tonge",815,402.0,294.09,15.211,0,0.00
E02001001,"Heaton & Deane",735,487.0,461.42,8.595,0,0.00
E02001002,"Breightmet South & Darcy Lever",684,373.0,1275.11,12.998,2,0.00
E02001003,"Lostock & Ladybridge",858,669.0,872.17,12.518,0,0.00
E02001004,"Rumworth North",746,229.0,997.08,7.531,6,0.00
E02001005,"Burnden & Great Lever",858,631.0,2737.31,19.529,0,0.00
E02001006,"Rumworth South",804,229.0,99.10,5.009,0,0.00
E02001007,"Little Lever",686,330.0,491.11,7.747,2,0.00
E02001008,"Lever Edge",809,229.0,91.22,5.271,0,0.00
E02001009,"Daubhill & Fernhill Gate",898,641.0,1232.25,9.905,0,53388.31
E02001010,"Farnworth North",866,335.0,293.78,6.383,0,0.00
E02001011,"Westhoughton East",873,511.0,767.38,22.291,1,0.00
E02001012,"Harper Green",829,335.0,1695.80,5.516,0,0.00
E02001013,"Over Hulton",919,478.0,449.86,12.234,0,0.00
E02001014,"Westhoughton West",777,249.0,2444.01,29.067,2,25624.18
E02001015,"Farnworth South",956,364.0,583.95,12.163,0,0.00
E02001016,"Highfield & New Bury",859,106.0,246.10,5.120,0,0.00
E02001017,"Kearsley & Stoneclough",943,627.0,331.11,14.643,0,0.00
E02001018,"Westhoughton Daisy Hill",722,249.0,58.72,17.069,0,0.00
