MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005253,"Grimsargh & Goosnargh",523,685.0,574.43,22.182,4,0.00,0.00,0.00,0
E02005254,"Broughton & Wychnor",677,1091.0,428.41,32.729,1,0.00,0.00,0.00,0
E02005255,"Fulwood",721,1091.0,1202.48,25.115,2,0.00,2874.24,0.00,0
E02005256,"Longsands",718,391.0,2120.90,25.187,8,0.00,13295.50,26261.79,0
E02005257,"Ingol",597,391.0,122.95,10.315,0,0.00,0.00,0.00,0
E02005258,"Cadley & College",636,997.0,1386.51,33.131,1,0.00,0.00,0.00,6.093
E02005259,"Brookfield & Holme Slack",713,591.0,2602.64,15.405,0,0.00,0.00,0.00,0
E02005260,"Haslam Park",580,391.0,35.08,11.194,0,0.00,0.00,0.00,0
E02005261,"Ribbleton",688,788.0,984.45,19.062,0,4013.12,0.00,0.00,0
E02005262,"Lea & Marina",506,997.0,6339.70,23.672,3,0.00,7931.90,0.00,0
E02005263,"Moor Park",582,591.0,1063.47,6.752,0,0.00,0.00,0.00,0
E02005264,"Plungington & University",524,591.0,2379.63,24.906,2,0.00,1894.36,0.00,0
E02005265,"Ashton-on-Ribble & Larches",419,797.0,443.25,19.681,2,0.00,0.00,0.00,0
E02005266,"St Matthew's",707,591.0,1228.95,8.264,0,0.00,5667.24,0.00,0
E02005267,"St George's",619,200.0,772.96,5.896,0,0.00,0.00,0.00,0
E02005268,"Frenchwood & Fishwick",710,788.0,392.71,8.789,0,0.00,3043.06,0.00,0
E02005269,"Preston Town Centre",592,1291.0,6041.10,86.692,12,0.00,3566.15,0.00,0
