MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004968,"Woodside & Leavesden Green",0,354.0,1162.68,30.487,0,0.00
E02004969,"Stanborough",0,354.0,454.32,23.779,0,0.00
E02004970,"Garston",0,237.0,886.30,29.069,0,0.00
E02004971,"Leggatts",0,582.0,432.39,7.988,0,0.00
E02004972,"Tudor",0,582.0,1775.25,10.481,5,0.00
E02004973,"North Watford",0,345.0,1508.10,9.332,6,0.00
E02004974,"Nascot Wood",0,345.0,0.00,24.171,3,0.00
E02004975,"Cassiobury",0,8294.0,1221.10,13.155,9,0.00
E02004976,"Central Watford",0,7877.0,4287.18,37.419,29,0.00
E02004977,"West Watford",0,7532.0,1727.34,3.047,5,0.00
E02004978,"Holywell",0,8778.0,1519.61,99.209,6,0.00
E02004979,"Oxhey",0,8174.0,64.85,22.458,2,0.00
