MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02005619,"Clipston",0,1931.0,684.83,61.207,0,0.00,0.00,0.00
E02005620,"Brixworth & Spratton",0,420.0,2238.47,48.474,0,0.00,319.97,0.00
E02005621,"Braunston & Crick",0,956.0,3116.25,48.984,0,223680.62,369.04,240048.58
E02005622,"Long Buckby East & Ravensthorpe",0,850.0,1848.62,67.492,0,0.00,663.41,0.00
E02005623,"Walgrave & Moulton",0,873.0,1808.99,50.158,0,0.00,0.00,0.00
E02005624,"Daventry North",0,260.0,1615.03,34.433,0,30241.42,0.00,19502.36
E02005625,"Daventry Central",0,260.0,3417.16,59.551,0,0.00,9187.34,3646.00
E02005626,"Daventry South & Southbrook",0,260.0,3094.21,15.636,0,158198.25,129.35,121444.80
E02005627,"Long Buckby West & Weedon",0,1195.0,713.66,40.269,0,0.00,0.00,368.04
E02005628,"Woodford Halse",0,260.0,926.94,37.843,0,0.00,390.66,1166.43
E02005650,"Boughton",0,117.0,544.02,5.081,0,0.00,0.00,0.00
E02005651,"Moulton",0,336.0,3578.40,25.615,0,0.00,0.00,17616.53
E02005652,"Sunnyside",0,117.0,414.32,6.480,0,0.00,0.00,0.00
E02005653,"Thorplands & Round Spinney",0,336.0,14.04,19.320,0,0.00,1832.97,6309.94
E02005654,"Overstone Lodge & Rectory Farm",0,336.0,0.00,12.663,0,0.00,0.00,0.00
E02005655,"Boothville & Spinney Hill",0,509.0,319.90,14.571,0,0.00,0.00,0.00
E02005656,"Blackthorn & Lings",0,336.0,0.00,14.110,0,0.00,0.00,0.00
E02005657,"Kingsthorpe",0,453.0,435.75,7.485,0,0.00,5644.49,0.00
E02005658,"St David's",0,117.0,150.24,4.382,0,0.00,0.00,0.00
E02005659,"Westone",0,336.0,0.00,7.091,0,0.00,0.00,0.00
E02005660,"Billing & Riverside",0,1119.0,1129.37,53.085,0,0.00,0.00,0.00
E02005661,"Eastfield",0,509.0,0.00,8.118,0,0.00,0.00,0.00
E02005662,"Phippsville",0,626.0,157.67,4.901,0,0.00,7618.47,0.00
E02005663,"New Duston West",0,184.0,88.99,8.887,0,0.00,0.00,0.00
E02005664,"Kingsley Park & Racecourse",0,626.0,744.26,5.153,0,0.00,0.00,0.00
E02005665,"Little Billing",0,336.0,188.27,18.090,0,0.00,0.00,0.00
E02005666,"King's Heath & Spencer",0,184.0,306.09,15.456,0,0.00,0.00,2880.53
E02005667,"Lodge Farm",0,184.0,272.24,15.649,0,0.00,0.00,16977.24
E02005668,"New Duston East",0,184.0,106.80,11.979,0,0.00,0.00,0.00
E02005669,"Abington Vale",0,509.0,0.00,8.796,0,0.00,0.00,0.00
E02005670,"Town Centre & Semilong",0,2089.0,4374.71,159.357,0,0.00,2808.11,15494.65
E02005671,"Abington",0,509.0,56.63,2.261,0,0.00,791.80,0.00
E02005672,"St Michael's Road",0,173.0,638.01,2.631,0,0.00,2475.62,0.00
E02005673,"Stornton & Sixfields",0,184.0,6328.38,17.195,0,0.00,10576.66,764.90
E02005674,"Cliftonville & Rushmere",0,853.0,3293.80,8.747,0,0.00,7267.36,0.00
E02005675,"Briar Hill & Hunsbury Hill",0,344.0,274.95,23.792,0,0.00,0.00,0.00
E02005676,"Delapre",0,344.0,45.55,22.927,0,0.00,0.00,0.00
E02005677,"Cotton End",0,763.0,4045.03,62.259,0,125865.68,2982.71,344854.59
E02005678,"Upton & West Hunsbury",0,528.0,2003.97,36.233,0,82785.13,628.37,244274.21
E02005679,"East Hunsbury",0,344.0,2065.52,21.918,0,0.00,12416.82,0.00
E02005680,"Wootton & Collingtree",0,344.0,910.87,26.100,0,0.00,0.00,0.00
E02005681,"Harpole",0,590.0,2542.53,39.490,0,0.00,0.00,14589.26
E02005682,"Cogenhoe",0,1187.0,556.95,36.587,0,0.00,80.86,0.00
E02005683,"Blisworth",0,859.0,965.25,56.108,0,0.00,0.00,16647.50
E02005684,"Towcester West & Blakesley",0,515.0,3032.96,75.065,0,0.00,3964.56,5366.69
E02005685,"Towcester East & Paulerspury",0,269.0,3143.42,102.271,0,0.00,3824.85,0.00
E02005686,"Middleton Cheney & Chipping Warden",0,1231.0,1331.53,43.354,0,0.00,0.00,1653.23
E02005687,"Silverstone & Syresham & Helmdon",0,1392.0,4625.48,38.638,0,0.00,0.00,2591.42
E02005688,"Deanshanger",0,425.0,1726.14,66.393,0,0.00,0.00,3179.15
E02005689,"Brackley North",0,174.0,659.47,46.945,0,0.00,8117.14,0.00
E02005690,"Brackley South",0,174.0,770.13,67.906,0,0.00,6033.32,0.00
E02005691,"Kings Sutton",0,1279.0,1700.24,44.066,0,0.00,527.67,0.00
