MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006344,"West Clandon & Send",0,809.0,5003.17,68.493,0,0.00
E02006345,"Pirbright & Normandy",0,715.0,1777.13,32.324,0,0.00
E02006346,"Horsley & Effingham",0,1371.0,1852.72,115.929,0,0.00
E02006347,"Ash Vale",0,3822.0,450.66,24.671,1,0.00
E02006348,"Worplesdon",0,927.0,1376.51,36.626,0,0.00
E02006349,"Stoughton",0,198.0,508.53,16.152,1,0.00
E02006350,"Bellfields",0,571.0,290.05,12.374,3,0.00
E02006351,"Burpham North & Merrow East",0,582.0,1992.35,42.474,0,0.00
E02006352,"Woodbridge Hill",0,198.0,167.23,16.152,0,0.00
E02006353,"Ash Wharf",0,563.0,109.01,17.719,0,0.00
E02006354,"Burpham",0,582.0,2590.44,27.291,0,0.00
E02006355,"Park Barn & Royal Surrey",0,345.0,5764.33,19.803,2,0.00
E02006356,"Guildford Town Centre",0,582.0,6288.32,52.059,4,0.00
E02006357,"Tongham",0,563.0,254.51,32.828,0,0.00
E02006358,"Onslow Village and University",0,1099.0,6693.02,133.554,9,0.00
E02006359,"Pewley Down & The Mount",0,780.0,1363.67,27.434,0,0.00
E02006360,"Shalford & Wanborough",0,1582.0,3109.83,68.043,0,0.00
E02006361,"Gomshall",0,797.0,2479.45,48.189,0,0.00
