MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02000494,"Ducks Hill",0,904.0,1807.91,53.694,1,0.00
E02000495,"Northwood",0,1168.0,1320.96,113.899,4,0.00
E02000496,"Harefield",0,686.0,1405.64,26.885,0,0.00
E02000497,"Northwood Hills",0,1457.0,253.88,38.505,1,0.00
E02000498,"West Ruislip North",0,904.0,1087.89,18.526,0,0.00
E02000499,"Eastcote",0,916.0,400.68,26.584,0,0.00
E02000500,"Ruislip",0,435.0,804.43,61.192,2,0.00
E02000501,"Ruislip Manor",0,916.0,123.97,24.014,0,0.00
E02000502,"West Ruislip South",0,1503.0,821.95,25.151,1,0.00
E02000503,"Ruislip Gardens",0,435.0,487.52,16.887,1,0.00
E02000504,"Ickenham",0,474.0,272.90,29.706,2,0.00
E02000506,"Uxbridge Common & Swakeleys",0,823.0,1556.64,23.727,2,0.00
E02000507,"Hillingdon North East",0,526.0,73.17,20.320,0,0.00
E02000508,"Uxbridge Central & Brunel",0,671.0,2969.61,27.714,8,0.00
E02000509,"Uxbridge West",0,3979.0,1133.77,60.619,14,0.00
E02000510,"Hillingdon South",0,671.0,1089.04,24.491,3,0.00
E02000511,"Charville",0,204.0,0.00,8.867,1,0.00
E02000512,"Hillingdon Heath",0,875.0,25.93,16.321,0,0.00
E02000513,"Yeading North",0,486.0,180.12,9.722,2,0.00
E02000514,"Yeading West",0,204.0,0.00,9.352,1,0.00
E02000515,"Yiewsley West",0,3489.0,978.65,13.614,4,0.00
E02000516,"Yeading Brookside",0,486.0,1538.31,6.897,0,0.00
E02000517,"Hayes End",0,886.0,302.62,4.764,0,0.00
E02000518,"Yiewsley East",0,3505.0,1323.73,9.301,0,0.00
E02000519,"Hayes Town North",0,521.0,198.58,6.678,4,0.00
E02000520,"Hayes Town & Lake Farm",0,4066.0,1345.68,29.884,6,0.00
E02000521,"West Drayton East",0,3473.0,1613.94,7.958,0,0.00
E02000522,"West Drayton West",0,3140.0,300.34,9.487,3,0.00
E02000523,"Hayes South",0,3457.0,349.30,5.530,20,0.00
E02000524,"Heathrow",0,4008.0,34475.57,12.218,63,0.00
E02000525,"Harlington & Cranford Cross",0,958.0,11924.33,4.163,17,0.00
E02006796,"South Ruislip",0,1331.0,3975.04,28.780,5,0.00
