MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003965,"Wigton & Silloth",37,118.0,2009.29,24.317,0,0.00
E02003966,"Boltons",42,241.0,2518.18,18.709,2,0.00
E02003967,"Aspatria & Abbeytown",38,141.0,1553.69,30.468,1,0.00
E02003968,"Maryport",32,23.0,1250.79,7.141,0,0.00
E02003969,"Flimby",28,98.0,134.06,5.052,0,0.00
E02003970,"West Cockermouth & Great Broughton",37,165.0,2323.30,20.915,0,0.00
E02003971,"East Cockermouth & Buttermere",38,75.0,2882.69,16.512,0,0.00
E02003972,"Workington North & Seaton",28,90.0,4474.95,12.126,2,0.00
E02003973,"Workington West",28,67.0,2562.18,11.472,0,0.00
E02003974,"Workington East",29,67.0,395.67,4.931,0,0.00
E02003975,"Harrington",33,67.0,1664.74,6.963,0,0.00
E02003976,"Keswick & Derwent Valley",47,48.0,5948.76,23.472,2,0.00
