MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002081,"Castle Bromwich West",0,68.0,321.11,7.971,0,0.00
E02002082,"Smith's Wood North",0,68.0,18.50,6.088,0,0.00
E02002083,"Castle Bromwich East",0,68.0,226.87,5.962,3,0.00
E02002084,"Smith's Wood South",0,1939.0,170.77,8.058,0,0.00
E02002085,"Kingshurst",0,1939.0,300.37,6.841,0,0.00
E02002086,"Chelmsley Wood West",0,1871.0,1408.86,13.604,1,0.00
E02002087,"Fordbridge",0,1871.0,436.79,7.589,0,0.00
E02002088,"Chelmsley Wood East",0,1871.0,365.37,10.512,0,0.00
E02002089,"Marston Green & Airport",0,4881.0,43947.07,16.809,10,0.00
E02002090,"Lyndon North",0,2641.0,141.95,16.300,0,0.00
E02002091,"Elmdon Park",0,2890.0,3386.04,30.366,5,0.00
E02002092,"Lyndon South",0,2435.0,369.68,29.046,1,0.00
E02002093,"Olton & Kineton Green",0,2910.0,397.67,25.105,2,0.00
E02002094,"Ulverley Green & Langley",0,8164.0,528.64,22.611,0,0.00
E02002095,"Elmdon Heath & Catherine-de-Barnes",0,7738.0,4341.84,41.554,2,0.00
E02002096,"Lode Heath",0,2733.0,1085.28,49.791,1,0.00
E02002097,"Meriden",0,8268.0,2757.96,46.766,0,0.00
E02002098,"Shirley East",0,624.0,345.26,27.812,4,0.00
E02002099,"Central Solihull & Sharmans Cross",0,2733.0,4990.56,183.988,9,0.00
E02002101,"Solihull Lodge",0,434.0,145.45,19.017,0,0.00
E02002102,"Blossomfield",0,624.0,4539.07,40.893,4,0.00
E02002103,"Shirley Heath",0,326.0,16.11,16.329,2,0.00
E02002104,"Monkspath North",0,624.0,604.12,22.810,0,0.00
E02002105,"Balsall Common",0,3275.0,2712.61,42.254,0,0.00
E02002106,"Knowle",0,5411.0,1161.38,140.680,2,0.00
E02002107,"Monkspath South",0,624.0,2139.66,18.216,6,0.00
E02002108,"Dorridge",0,5113.0,1413.64,69.518,2,0.00
E02002109,"Dickens Heath",0,5439.0,4829.84,56.691,8,0.00
E02006808,"Shirley West",0,326.0,602.55,70.472,2,0.00
