MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004573,"Harwich Town & Dovercourt",0,68.0,544.02,15.314,1,0.00
E02004574,"Harwich Parkeston",0,68.0,2311.58,10.292,1,0.00
E02004575,"Manningtree & Mistley",0,560.0,2319.68,41.089,0,171.09
E02004576,"Harwich West & South",0,68.0,752.18,13.049,0,0.00
E02004577,"Elmstead Market & Ardleigh",0,680.0,2646.63,28.194,0,0.00
E02004578,"Walton & Frinton Coastal",0,64.0,2488.77,11.654,0,0.00
E02004579,"Weeley & Thorpe-le-Soken",0,223.0,1395.37,22.256,2,0.00
E02004580,"Frinton West & Kirby",0,64.0,902.38,17.955,0,0.00
E02004581,"Alresford",0,240.0,1421.96,30.373,0,0.00
E02004582,"Clacton North",0,208.0,3903.24,5.888,0,0.00
E02004583,"Brightlingsea & Point Clear",0,341.0,2168.76,27.148,1,0.00
E02004584,"Holland-on-Sea",0,107.0,903.30,4.664,0,0.00
E02004585,"Clacton Bocking's Elm",0,208.0,546.21,12.422,1,0.00
E02004586,"Clacton East",0,208.0,1297.19,15.279,2,0.00
E02004587,"Clacton Rush Green",0,208.0,315.43,10.957,0,0.00
E02004588,"Clacton Central",0,107.0,1239.34,6.856,0,0.00
E02004589,"Clacton West",0,107.0,1751.41,4.046,0,0.00
E02004590,"Jaywick & St Osyth",0,448.0,962.71,12.899,0,0.00
