MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002772,"Strensall",138,199.0,977.03,23.896,0,5.94,0.00,230.02,0.00,0
E02002773,"Haxby",199,154.0,460.14,20.165,0,5.94,0.00,0.00,0.00,0
E02002774,"Wigginton",199,288.0,311.28,18.595,0,5.94,0.00,0.00,0.00,0
E02002775,"New Earswick",231,258.0,1389.46,18.440,0,3.88,0.00,0.00,0.00,0
E02002776,"Huntington",168,672.0,7061.89,39.677,6,3.88,0.00,22349.70,1309.22,0
E02002777,"Clifton Without & Skelton",246,348.0,6363.74,24.425,5,4.67,2468.16,12918.44,15257.71,0.113
E02002778,"Rawcliffe & Clifton South",249,328.0,1212.27,24.564,1,5.38,0.00,0.00,0.00,1.62
E02002779,"Heworth North & Stockton",156,258.0,1391.87,18.673,0,6.01,0.00,338.98,0.00,0.25
E02002780,"Clifton North",196,432.0,847.75,12.474,0,5.38,0.00,0.00,0.00,3.44
E02002781,"Heworth South & The Groves",161,238.0,2021.31,14.793,2,6.01,0.00,8740.69,1012.31,19.716
E02002782,"Poppleton",323,718.0,4489.61,35.341,9,5.87,0.00,195.30,1813.98,0
E02002783,"Acomb",286,584.0,163.98,27.497,0,5.87,0.00,378.01,0.00,78.26
E02002784,"York City Centre",139,1846.0,7505.21,96.967,17,8.00,0.00,11480.55,3765.62,3.21
E02002785,"Osbaldwick",237,417.0,1733.67,14.351,0,6.01,0.00,0.00,0.00,4.7
E02002786,"Tang Hall",186,319.0,815.82,11.927,0,6.01,0.00,1532.42,0.00,0.1
E02002787,"Holgate West",261,584.0,814.48,27.171,0,5.87,0.00,2895.57,0.00,7.55
E02002788,"Holgate East",196,718.0,3166.47,26.233,1,8.00,0.00,0.00,543.87,70.668
E02002789,"Westfield",320,450.0,792.18,20.339,0,5.87,0.00,1709.62,26.26,0
E02002790,"Fulford Road & Clementhorpe",214,349.0,2371.25,21.259,0,8.00,0.00,2405.11,0.00,3.58
E02002791,"Dunnington",242,399.0,2083.21,35.915,2,6.01,0.00,0.00,0.00,0.48
E02002792,"South Bank & Dringhouses",218,385.0,1324.33,25.716,0,5.87,0.00,0.00,175.43,2.1
E02002793,"Woodthorpe & Acomb Park",285,385.0,3546.09,22.048,4,5.87,0.00,11480.43,0.00,1.81
E02002794,"Fulford",201,313.0,7247.70,23.679,7,5.91,0.00,0.00,0.00,0
E02002795,"Bishopthorpe & Copmanthorpe",341,268.0,770.19,37.928,0,4.87,0.00,207.65,0.00,0
