MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02004843,"Hoddesdon Ware Road",0,258.0,79.13,6.684,0,0.00,0.00,0.00,0
E02004844,"Rye Park",0,109.0,758.04,8.168,0,55170.99,0.00,0.00,0
E02004845,"Hoddesdon Town",0,239.0,2001.64,34.339,4,0.00,19111.19,0.00,0
E02004846,"Broxbourne Town",0,239.0,1631.77,26.207,1,0.00,0.00,0.00,0
E02004847,"Wormley & Turnford",0,310.0,162.46,25.983,0,0.00,0.00,0.00,0
E02004848,"Flamstead End",0,441.0,203.69,20.517,0,0.00,0.00,0.00,0
E02004849,"Goffs Oak",0,440.0,95.68,35.051,0,0.00,0.00,0.00,0
E02004850,"Cheshunt Coopers Walk",0,180.0,2210.31,10.131,1,0.00,0.00,0.00,0
E02004851,"Rosedale",0,311.0,0.00,16.563,1,0.00,0.00,0.00,0
E02004852,"Cheshunt Central",0,180.0,696.50,11.392,7,0.00,0.00,0.00,0
E02004853,"Churchgate",0,311.0,380.20,19.517,4,0.00,0.00,0.00,0
E02004854,"Cheshunt South",0,180.0,477.44,9.591,0,0.00,0.00,0.00,0
E02004855,"Waltham Cross Town",0,530.0,1593.64,49.972,5,0.00,3953.57,14946.41,0
