MSOA,Name,index-of-transport-accessibility,chargepoints,ulev,evhs,estimated-capacity
E02004651,"Upton St Leonards & Hardwicke",0,4,1338.0,37.408,3132.05
E02004652,"Painswick",0,0,981.0,45.349,714.47
E02004653,"Frampton",0,0,1118.0,30.261,2883.92
E02004654,"Ebley & Randwick",0,0,744.0,44.470,823.40
E02004655,"Stonehouse",0,1,135.0,23.494,2623.76
E02004656,"Stroud Town",0,6,744.0,107.078,3107.68
E02004657,"Rodborough & Thrupp",0,0,709.0,30.772,587.26
E02004658,"Chalford & Bussage",0,0,609.0,28.749,437.96
E02004659,"Leonard Stanley & Uley",0,0,1099.0,29.284,538.87
E02004660,"Minchinhampton & Amberley",0,0,744.0,35.273,365.13
E02004661,"Cam",0,2,385.0,44.998,2093.28
E02004662,"Berkeley & Sharpness",0,7,385.0,36.880,3796.85
E02004663,"Nailsworth",0,3,714.0,35.544,344.77
E02004664,"Dursley",0,0,200.0,32.175,1036.84
E02004665,"Wotton-under-Edge & Kingswood",0,1,364.0,56.587,3244.83
