MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003279,"Eastwood Park",0,269.0,530.10,22.066,0,0.00
E02003280,"Eastwood",0,510.0,3244.89,10.001,0,0.00
E02003281,"Belfairs",0,269.0,305.16,37.237,0,0.00
E02003282,"Prittlewell",0,241.0,2205.32,13.152,2,0.00
E02003283,"Blenheim Park",0,415.0,219.99,16.507,0,0.00
E02003284,"St Lukes",0,95.0,1618.59,8.366,0,0.00
E02003285,"Westborough",0,146.0,0.00,14.560,0,0.00
E02003286,"West Leigh",0,269.0,870.21,22.842,0,0.00
E02003287,"Southchurch",0,314.0,269.59,8.692,0,0.00
E02003288,"Victoria",0,860.0,3465.63,55.486,2,0.00
E02003289,"Leigh",0,269.0,438.44,24.393,0,0.00
E02003290,"Chalkwell",0,415.0,272.70,18.267,0,0.00
E02003291,"Shoeburyness",0,95.0,1149.52,29.776,1,0.00
E02003292,"Kursaal",0,219.0,2197.68,8.839,0,0.00
E02003293,"Southend Central",0,365.0,3726.47,24.178,11,0.00
E02003294,"Thorpe Bay",0,393.0,1529.01,10.194,0,0.00
E02003295,"West Shoebury",0,219.0,832.52,16.334,0,0.00
