MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005761,"Masham",115,164.0,3874.01,26.284,0,6.93,0.00,466.92,0.00,0
E02005762,"Ripon North & West",256,164.0,794.61,18.407,0,0.00,0.00,0.00,0.00,2.03
E02005763,"Dishforth",436,1156.0,1868.78,29.456,0,6.93,0.00,0.00,0.00,0.22
E02005764,"Ripon South & East",324,164.0,2323.76,37.376,3,6.93,0.00,8793.12,0.00,3.15
E02005765,"Boroughbridge & Marton-cum-Grafton",455,856.0,1162.33,29.381,0,6.93,0.00,6206.47,0.00,0.1
E02005766,"Pateley Bridge & Nidd Valley",78,533.0,1517.54,60.262,0,6.93,0.00,427.79,0.00,0
E02005767,"Knaresborough North",300,880.0,1288.04,35.984,0,6.93,0.00,0.00,0.00,0.26
E02005768,"Killinghall & Hampsthwaite",247,710.0,2152.45,25.769,0,6.93,0.00,0.00,0.00,2.4
E02005769,"Knaresborough Central",391,170.0,950.93,49.357,1,3.04,0.00,2837.68,0.00,0.08
E02005770,"Bilton",213,177.0,158.13,11.630,0,6.93,0.00,932.92,0.00,0
E02005771,"Saltergate",191,710.0,966.79,15.942,0,6.93,0.00,2780.64,0.00,0
E02005772,"Knaresborough South & Follifoot",429,703.0,2068.63,23.758,1,3.04,0.00,2420.00,0.00,0
E02005773,"Harrogate East",239,1043.0,850.09,94.537,0,6.93,0.00,1110.44,2294.29,0
E02005774,"Starbeck",316,510.0,276.27,30.733,0,0.00,0.00,2128.47,0.00,0
E02005775,"Central Harrogate",219,510.0,2794.36,45.391,6,6.68,0.00,8485.38,0.00,0.65
E02005776,"Ouseburn",466,908.0,2814.79,52.938,3,5.83,0.00,0.00,0.00,10.74
E02005777,"Hookstone",363,1213.0,4329.14,40.331,0,5.72,0.00,16585.41,0.00,0.32
E02005778,"Menwith",230,1539.0,4410.97,59.865,0,6.93,0.00,0.00,0.00,1.39
E02005779,"Stray",260,1043.0,2044.26,34.598,0,6.68,0.00,4444.36,0.00,0.94
E02005780,"Harrogate West & Pannal Ash",249,1043.0,2883.75,67.604,0,6.68,0.00,262.32,0.00,0
E02005781,"Spofforth",376,1557.0,1560.96,42.967,1,5.72,0.00,515.12,0.00,1.28
