MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005750,"Great Ayton & Stokesley",233,142.0,1551.75,46.841,0,0.00
E02005751,"Rudby & Ingleby",228,374.0,1482.13,56.788,1,0.00
E02005752,"Brompton",221,493.0,873.34,33.234,1,0.00
E02005753,"Northallerton",209,240.0,30803.91,43.307,4,0.00
E02005754,"Northallerton South & Leeming Bar",201,252.0,1697.89,20.987,0,0.00
E02005755,"Bedale & Snape",275,317.0,1332.15,18.032,1,0.00
E02005756,"Leeming",367,504.0,2440.31,21.873,0,0.00
E02005757,"Thirsk North",309,100.0,1704.91,23.558,0,0.00
E02005758,"Thirsk South & Coxwold",290,240.0,1792.12,35.494,1,0.00
E02005759,"Easingwold & Stillington",144,667.0,1414.29,50.719,2,0.00
E02005760,"Linton",224,767.0,1036.75,31.299,0,0.00
