MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02003258,"Bramingham",0,488.0,705.67,9.021,0,0,0.00,0.00,0.00,0
E02003259,"Sundon Park",0,227.0,130.41,6.813,0,0,0.00,1751.88,7712.00,0
E02003260,"Marsh Farm",0,227.0,51.20,6.871,0,0,0.00,0.00,0.00,4.42
E02003261,"Warden Hill",0,488.0,54.29,7.212,0,0,0.00,0.00,0.00,0.5
E02003262,"Leagrave",0,668.0,588.40,9.892,0,0,0.00,0.00,7575.42,0.53
E02003263,"Limbury",0,431.0,276.13,30.747,0,0,0.00,0.00,0.00,2.45
E02003264,"Barnfield",0,488.0,105.85,10.792,0,0,0.00,0.00,0.00,0
E02003265,"Stopsley North",0,261.0,1417.96,13.679,2,0,0.00,0.00,0.00,0.1
E02003266,"Lewsey North",0,204.0,249.37,8.016,0,0,0.00,0.00,0.00,0.15
E02003267,"Montrose Avenue",0,431.0,0.00,8.663,0,0,0.00,0.00,0.00,4.4
E02003268,"Challney",0,431.0,877.56,7.239,0,0,0.00,0.00,155.98,0.28
E02003269,"Stopsley South & Round Green",0,488.0,425.52,16.568,0,0,0.00,0.00,0.00,3.16
E02003270,"Lewsey South",0,204.0,416.60,7.525,1,0,0.00,0.00,9455.89,0
E02003271,"Wigmore & Airport",0,261.0,13131.06,23.962,1,0,0.00,7229.83,4572.90,1.7
E02003272,"Kingsway",0,624.0,301.11,8.328,2,0,0.00,0.00,0.00,4.42
E02003273,"St Anns Hill",0,454.0,1547.60,17.288,6,0,0.00,0.00,0.00,24.69
E02003274,"Bury Park",0,624.0,751.75,7.516,0,0,0.00,7803.73,0.00,4.61
E02003275,"Central Luton & Park Town",0,885.0,3207.21,64.728,31,0,0.00,0.00,5410.97,22.61
E02003276,"Dallow Road",0,397.0,21.37,3.831,0,0,0.00,1357.61,3936.43,3.02
E02003277,"Farley Hill & Stockwood Park",0,193.0,238.83,4.718,1,0,0.00,0.00,0.00,0.49
E02003278,"New Town",0,679.0,5896.64,8.338,8,0,0.00,0.00,1031.30,3.64
