MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006146,"Armitage & Colton",0,186.0,674.21,27.697,0,0.00
E02006147,"Alrewas",0,640.0,5656.36,46.257,2,444642.52
E02006148,"Burntwood North East & Longdon",0,537.0,693.44,28.845,0,0.00
E02006149,"Lichfield Central",0,385.0,3522.55,46.741,2,0.00
E02006150,"Lichfield East",0,540.0,1539.32,100.522,2,0.00
E02006151,"Burntwood West",0,203.0,1653.96,33.178,1,0.00
E02006152,"Lichfield West & South",0,385.0,1184.67,36.999,0,0.00
E02006153,"Whittington",0,687.0,2422.05,43.256,0,0.00
E02006154,"Burntwood Chase Terrace & Hammerwich",0,763.0,527.07,27.429,0,0.00
E02006155,"Burntwood Chasetown",0,155.0,169.59,14.299,0,0.00
E02006156,"Shenstone",0,889.0,1917.86,50.727,0,0.00
E02006157,"Fazeley",0,542.0,6440.79,31.355,1,564.27
