MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002483,"Clavering",323,138.0,338.75,10.956,0,0.00,0.00,0.00,0
E02002484,"Headland & West View",296,31.0,1392.62,5.255,0,0.00,0.00,0.00,0
E02002485,"Jesmond",305,105.0,276.85,10.594,0,0.00,2568.28,0.00,0
E02002487,"Harbour & Victoria",297,105.0,5054.50,18.757,3,0.00,17816.33,0.00,0
E02002488,"Wooler Road",306,138.0,140.57,19.590,0,0.00,0.00,0.00,0
E02002489,"Old Town & Grange",285,202.0,2282.19,32.170,13,0.00,59.47,0.00,0
E02002490,"Foggy Furze",267,95.0,1362.81,6.340,0,0.00,12896.82,0.00,0
E02002491,"Rift House & Summerhill",280,64.0,778.44,6.434,0,0.00,0.00,0.00,0
E02002492,"Rossmere & Mill",291,64.0,279.82,8.006,0,0.00,0.00,0.00,0
E02002493,"Seaton Carew",255,64.0,2798.54,7.006,1,0.00,2316.70,9778.16,0
E02002494,"Owton Manor",291,64.0,178.53,9.222,0,0.00,0.00,0.00,0
E02006909,"The Fens",300,329.0,972.43,41.237,0,0.00,1629.06,0.00,0
