MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003237,"Glinton",0,364.0,152.04,20.632,0,0.00
E02003238,"Werrington",0,94.0,403.24,5.111,2,0.00
E02003239,"Newborough & Peakirk",0,364.0,2276.67,25.157,0,0.00
E02003240,"Barnack",0,742.0,2073.48,39.243,1,0.00
E02003241,"Eye & Thorney",0,19941.0,1312.74,29.561,0,0.00
E02003242,"Walton",0,22316.0,840.79,103.206,2,0.00
E02003243,"Paston",0,19765.0,856.72,12.531,0,0.00
E02003244,"Dogsthorpe",0,19671.0,108.85,3.412,0,0.00
E02003245,"North Bretton & Westwood",0,301.0,579.45,11.988,1,0.00
E02003246,"Millfield & Bourges Boulevard",0,20387.0,3369.63,6.398,0,0.00
E02003247,"Bretton Park",0,207.0,1640.34,9.378,1,0.00
E02003248,"Central Park",0,19671.0,600.55,4.497,1,0.00
E02003249,"Fengate & Parnwell",0,19941.0,3482.73,6.759,5,0.00
E02003250,"Peterborough Central",0,20086.0,8249.18,11.655,9,0.00
E02003251,"Longthorpe & Netherton",0,477.0,4880.42,18.694,1,0.00
E02003252,"West Town & Woodston",0,20293.0,2369.31,13.805,2,0.00
E02003253,"Fletton",0,20086.0,1131.03,12.515,6,86633.70
E02003254,"Orton West & Castor",0,1372.0,5219.55,40.567,0,0.00
E02003255,"Stanground",0,20589.0,1438.62,15.151,0,0.00
E02003257,"Orton Malborne & Goldhay",0,415.0,1163.18,17.064,2,0.00
E02003719,"Kings Hedges",0,250.0,1238.31,7.385,0,0.00
E02003720,"Arbury",0,439.0,652.42,7.263,0,0.00
E02003721,"East Chesterton",0,250.0,2731.64,7.627,0,0.00
E02003722,"West Chesterton",0,250.0,665.46,6.840,0,0.00
E02003723,"Eddington & Castle",0,1114.0,3542.45,9.277,4,0.00
E02003724,"East Barnwell & Abbey",0,2630.0,3472.95,88.088,2,0.00
E02003725,"Central & West Cambridge",0,1058.0,6623.05,32.512,2,0.00
E02003726,"Petersfield",0,507.0,1600.00,11.135,1,0.00
E02003727,"Romsey",0,266.0,908.84,7.386,0,0.00
E02003728,"Coleridge",0,2432.0,746.43,38.877,0,0.00
E02003729,"Cherry Hinton",0,266.0,1889.01,12.855,1,401.82
E02003730,"Trumpington",0,507.0,3844.04,35.747,4,0.00
E02003731,"Addenbrooke's & Queen Edith's",0,894.0,6028.19,20.801,3,0.00
E02003732,"Littleport",0,569.0,722.64,31.980,0,0.00
E02003733,"Little Downham & Sutton",0,419.0,592.89,38.716,0,0.00
E02003734,"North Ely",0,413.0,2080.60,32.279,2,0.00
E02003735,"South Ely",0,413.0,4580.29,59.266,7,0.00
E02003736,"Haddenham",0,1150.0,561.44,44.797,1,0.00
E02003737,"Soham",0,166.0,1430.13,27.528,0,0.00
E02003738,"Isleham",0,608.0,1719.96,16.625,0,0.00
E02003739,"Burwell",0,310.0,287.47,34.480,0,0.00
E02003740,"Swaffham & Bottisham",0,925.0,1810.20,39.261,1,0.00
E02003742,"Leverington",0,133.0,445.95,12.418,0,55957.37
E02003743,"Wisbech North",0,216.0,1637.00,14.141,0,0.00
E02003744,"Wisbech South & Peckover",0,216.0,7739.27,39.600,3,606.77
E02003745,"Wisbech St Mary",0,769.0,586.60,20.185,2,0.00
E02003746,"March North",0,464.0,2196.63,17.873,1,0.00
E02003747,"Whittlesey",0,233.0,1798.92,42.198,0,0.00
E02003748,"March East",0,181.0,225.40,11.495,0,0.00
E02003749,"Coates",0,389.0,175.73,22.330,0,0.00
E02003750,"March West",0,331.0,793.68,22.264,0,0.00
E02003751,"Doddington",0,284.0,573.58,14.641,1,0.00
E02003752,"Chatteris",0,983.0,1830.22,22.341,0,0.00
E02003753,"Yaxley & Farcet",0,233.0,1564.74,28.375,0,0.00
E02003754,"Stilton",0,1147.0,2085.43,27.337,2,0.00
E02003755,"Ramsey",0,982.0,1852.27,37.564,2,0.00
E02003756,"Sawtry & Gidding",0,826.0,1096.75,34.110,0,0.00
E02003757,"Warboys & Bury",0,696.0,436.46,27.526,0,0.00
E02003758,"Somersham",0,996.0,4038.46,47.873,0,0.00
E02003759,"Bluntisham",0,705.0,2432.31,18.701,3,0.00
E02003760,"Huntingdon Sapley & Oxmoor",0,1227.0,3016.88,14.908,0,0.00
E02003761,"Huntingdon Hartford",0,634.0,742.18,7.824,1,0.00
E02003762,"Brampton",0,1227.0,8693.40,56.669,3,0.00
E02003763,"St Ives North",0,705.0,2048.76,19.314,0,0.00
E02003764,"Huntingdon Central & West",0,1745.0,5721.47,89.614,3,104.89
E02003765,"St Ives South",0,112.0,2071.45,31.760,5,0.00
