MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006456,"Byfleet",0,124.0,257.31,24.439,1,0.00
E02006457,"West Byfleet & Pyrford North",0,459.0,1563.59,36.863,0,0.00
E02006458,"Horsell",0,754.0,3183.19,33.947,0,0.00
E02006459,"Sheerwater",0,707.0,3054.79,27.170,4,0.00
E02006460,"Goldsworth Park",0,372.0,583.22,17.818,0,0.00
E02006461,"Maybury Hill & Pyrford South",0,1063.0,2166.38,133.890,0,0.00
E02006462,"Knaphill",0,563.0,1901.48,42.019,0,0.00
E02006463,"Woking Central",0,707.0,4635.35,70.461,14,0.00
E02006464,"St John's",0,707.0,1633.16,34.373,0,0.00
E02006465,"Hook Heath",0,707.0,200.39,25.603,0,0.00
E02006466,"Old Woking & Westfield",0,335.0,970.55,31.241,1,0.00
E02006467,"Mayford & Brookwood",0,1254.0,1538.17,34.509,0,0.00
