MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02000065,"Crossway Park",0,301.0,1022.69,5.106,1,0.00
E02000066,"South Thamesmead",0,210.0,280.63,4.763,1,0.00
E02000067,"Belvedere & Lessness Heath",0,82.0,1102.34,12.862,5,0.00
E02000068,"Erith East",0,318.0,3200.74,9.746,1,15917.51
E02000069,"Erith West",0,318.0,0.00,6.969,0,0.00
E02000070,"Lesnes Abbey",0,628.0,101.33,9.682,0,0.00
E02000071,"Northumberland Heath",0,516.0,204.93,6.631,0,0.00
E02000072,"Slade Green & Crayford Marshes",0,689.0,11.65,23.008,0,0.00
E02000073,"Bostall",0,428.0,67.99,23.438,0,0.00
E02000074,"Lesney Farm & Colyers East",0,871.0,0.00,9.600,1,0.00
E02000075,"Bursted Wood",0,434.0,74.02,18.857,1,0.00
E02000077,"St Michael's",0,428.0,170.47,23.634,0,0.00
E02000078,"Barnehurst North",0,871.0,210.40,15.447,1,0.00
E02000079,"Bexleyheath Broadway",0,495.0,1696.92,82.835,8,0.00
E02000080,"Welling",0,538.0,1271.98,34.683,7,0.00
E02000081,"Barnehurst South",0,882.0,537.69,19.963,0,0.00
E02000082,"Falconwood",0,954.0,344.44,21.556,0,0.00
E02000083,"Crayford",0,617.0,2182.61,17.528,4,2539.89
E02000084,"Danson Park",0,675.0,134.34,32.001,0,0.00
E02000085,"Blackfen",0,718.0,150.12,22.099,4,0.00
E02000086,"Lamorbey",0,308.0,313.83,19.224,1,0.00
E02000087,"Bexley Village",0,247.0,1296.69,56.735,1,0.00
E02000088,"Albany Park",0,685.0,310.99,24.674,0,0.00
E02000089,"Longlands & Halfway",0,921.0,78.19,15.800,0,0.00
E02000090,"Sidcup West",0,505.0,2984.31,76.308,0,0.00
E02000091,"Sidcup East",0,505.0,2034.99,25.624,1,0.00
E02000092,"Foots Cray Meadows",0,377.0,3512.82,18.676,2,0.00
E02006785,"Wickham Street & East Wickham",0,230.0,120.01,18.815,0,0.00
