MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005584,"Catton Grove & Airport",0,506.0,5025.57,13.190,11,737.17
E02005585,"Mile Cross",0,391.0,616.14,5.713,1,259.40
E02005586,"New Catton & Mousehold North",0,209.0,60.05,4.981,0,0.00
E02005587,"Heartsease & Pilling Park",0,353.0,171.90,11.260,1,0.00
E02005588,"Bowthorpe & West Earlham",0,78.0,957.09,13.888,0,0.00
E02005589,"Earlham",0,516.0,1576.28,12.672,0,0.00
E02005590,"City Centre West",0,487.0,6396.01,19.601,7,0.00
E02005592,"Earlham Road & College Road",0,285.0,159.96,6.165,0,0.00
E02005593,"University & Avenues",0,363.0,1769.41,14.401,4,0.00
E02005594,"Town Close",0,494.0,1686.77,7.430,1,0.00
E02005595,"Eaton",0,285.0,811.46,37.669,0,0.00
E02005596,"Lakenham & Tuckswood",0,256.0,2795.97,15.412,3,0.00
E02006907,"City Centre East",0,343.0,2994.68,7.580,2,0.00
E02006908,"Thorpe Hamlet & Mousehold South",0,353.0,963.27,3.162,0,0.00
