MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005465,"Donington",0,265.0,481.45,23.821,0,0.00,750.26,0.00,1.58
E02005466,"Long Sutton West",0,222.0,575.52,19.193,1,0.00,0.00,565.10,0
E02005467,"Holbeach",0,222.0,485.60,17.698,2,0.00,4226.57,0.00,0.79
E02005468,"Moulton",0,222.0,1369.03,21.474,0,0.00,0.00,0.00,4.56
E02005469,"Pinchbeck & Deeping St Nicholas",0,806.0,1047.94,39.536,0,0.00,6145.90,9440.55,6.88
E02005470,"Spalding North",0,200.0,2433.52,34.986,3,0.00,8545.70,0.00,2.51
E02005471,"Spalding East",0,422.0,1922.75,21.585,1,0.00,0.00,0.00,2.94
E02005472,"Long Sutton East & Sutton Bridge",0,511.0,1713.94,23.360,0,0.00,1876.75,1270.37,0.3
E02005473,"Spalding South West",0,200.0,37.59,17.414,0,0.00,0.00,0.00,0
E02005474,"Fleet Hargate & Holbeach St Johns",0,625.0,46.83,21.597,0,0.00,0.00,0.00,2.99
E02005475,"Crowland & Cowbit",0,492.0,202.10,28.173,0,0.00,232.17,0.00,5.41
