MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002043,"Wood Green & Old Park",0,89.0,1862.62,6.959,5,0.00
E02002044,"Yew Tree & Tamebridge",0,232.0,288.19,19.610,0,0.00
E02002045,"Woods & Mesty Croft",0,151.0,1481.44,3.280,0,34309.01
E02002046,"Friar Park",0,89.0,184.29,1.699,0,0.00
E02002047,"Wednesbury",0,214.0,1334.82,6.365,1,0.00
E02002048,"Great Barr",0,73.0,460.16,15.166,1,0.00
E02002049,"Princes End & Willingsworth",0,309.0,271.13,4.862,0,0.00
E02002051,"Ocker Hill",0,125.0,287.66,4.768,1,0.00
E02002052,"Stone Cross & Hateley Heath",0,216.0,199.46,11.839,0,0.00
E02002053,"Hamstead East",0,147.0,142.54,9.098,0,0.00
E02002054,"Hamstead West",0,73.0,160.70,10.565,0,0.00
E02002055,"Wednesbury South",0,430.0,216.91,7.744,0,0.00
E02002056,"Tibbington",0,125.0,1084.20,8.814,0,0.00
E02002057,"Tipton",0,125.0,386.70,10.497,0,0.00
E02002058,"Great Bridge & Dudley Port",0,768.0,1217.37,16.823,0,0.00
E02002059,"West Bromwich North",0,216.0,2071.24,11.622,3,0.00
E02002060,"Greets Green West",0,768.0,1363.48,4.325,2,0.00
E02002061,"Greets Green East",0,216.0,4563.13,5.002,4,1280.55
E02002062,"West Bromwich East & Kenrick Park",0,250.0,1400.71,10.641,0,0.00
E02002063,"North Tividale",0,600.0,9349.81,11.502,0,6788.11
E02002064,"Tividale",0,535.0,856.76,7.523,0,0.00
E02002065,"Smethwick North & West",0,924.0,1838.91,5.057,0,0.00
E02002066,"Oldbury & Rood End",0,601.0,9619.64,23.541,0,216.49
E02002067,"Rowley West",0,620.0,273.62,8.845,0,0.00
E02002068,"Smethwick East",0,249.0,1071.98,0.169,0,0.00
E02002069,"Whiteheath",0,606.0,2624.62,7.978,0,0.00
E02002070,"Smethwick South",0,128.0,312.13,10.696,0,0.00
E02002071,"Rowley East",0,60.0,741.98,9.236,0,0.00
E02002072,"Langley Green",0,606.0,3040.88,10.183,2,0.00
E02002073,"Warley East",0,199.0,165.59,4.916,0,0.00
E02002074,"Warley West",0,126.0,1025.29,8.770,0,0.00
E02002075,"Blackheath",0,145.0,3823.55,15.657,2,0.00
E02002076,"Bearwood & Warley Woods",0,387.0,406.33,6.026,0,0.00
E02002077,"Old Hill",0,305.0,633.53,17.988,2,0.00
E02002078,"Warley South",0,126.0,80.56,7.708,0,0.00
E02002079,"Brandhall",0,131.0,455.63,10.655,0,0.00
E02002080,"Cradley Heath",0,293.0,765.93,12.619,0,0.00
E02006810,"Charlemont",0,121.0,575.76,12.064,0,0.00
