MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003549,"Bassett Green",0,336.0,531.11,16.285,0,0.00
E02003550,"Aldermoor & Lordswood",0,261.0,1223.72,10.067,0,0.00
E02003551,"Stoneham",0,388.0,1643.02,8.319,0,0.00
E02003552,"Coxford & Lords Hill",0,261.0,1791.37,8.153,0,0.00
E02003553,"Swaythling",0,463.0,1380.28,7.471,0,0.00
E02003554,"Hollybrook",0,487.0,952.45,13.321,1,0.00
E02003555,"Maybush",0,261.0,2536.17,11.840,1,0.00
E02003556,"Townhill Park",0,127.0,1163.91,8.807,0,0.00
E02003557,"Highfield & University",0,336.0,1005.55,11.417,2,0.00
E02003558,"Shirley Warren",0,487.0,3040.05,9.949,0,0.00
E02003559,"Upper Shirley",0,487.0,1336.92,7.779,0,0.00
E02003560,"Redbridge & Millbrook West",0,487.0,12743.60,12.488,1,4698.02
E02003561,"St Denys",0,181.0,624.77,9.884,0,0.00
E02003562,"Bitterne West",0,662.0,1028.28,36.024,0,0.00
E02003563,"Shirley South",0,562.0,1912.73,34.859,1,0.00
E02003564,"Bitterne East",0,295.0,1280.00,11.872,2,0.00
E02003565,"Bevois Town",0,407.0,833.73,1.840,0,0.00
E02003566,"Harefield",0,127.0,768.10,9.361,0,0.00
E02003567,"Regents Park & Millbrook East",0,487.0,3020.26,10.572,1,0.00
E02003568,"Banister Park & Howard Road",0,301.0,467.24,7.480,1,0.00
E02003569,"Freemantle",0,758.0,13201.23,19.826,0,0.00
E02003570,"Newtown & Nicholstown",0,407.0,2215.64,3.582,7,0.00
E02003571,"Central Southampton West",0,720.0,11926.34,8.445,32,0.00
E02003572,"Bitterne South",0,295.0,846.79,7.881,8,0.00
E02003573,"Thornhill",0,295.0,1356.17,14.724,0,0.00
E02003574,"Sholing East",0,168.0,417.06,9.351,0,0.00
E02003575,"Hightown",0,168.0,1091.64,9.411,0,0.00
E02003576,"Itchen",0,168.0,944.95,11.629,4,0.00
E02003577,"Central Southampton East",0,332.0,5644.34,0.067,0,0.00
E02003578,"Sholing West",0,168.0,309.38,8.632,0,0.00
E02003579,"Woolston",0,168.0,1029.59,13.547,4,0.00
E02003580,"Weston",0,168.0,1282.84,5.335,0,0.00
