MSOA,index-of-transport-accesibility,chargepoints
E02000093,0,0.03
E02000094,0,0.02
E02000095,0,0.01
E02000096,0,0.02
E02000097,0,0.01
E02000098,0,0.01
E02000099,0,0.01
E02000100,0,0.00
E02000101,0,0.02
E02000102,0,0.00
E02000103,0,0.01
E02000104,0,0.00
E02000105,0,0.01
E02000106,0,0.01
E02000107,0,0.06
E02000108,0,0.00
E02000109,0,0.01
E02000110,0,0.06
E02000111,0,0.00
E02000112,0,0.08
E02000113,0,0.03
E02000114,0,0.02
E02000115,0,0.03
E02000116,0,0.03
E02000117,0,0.02
E02000118,0,0.00
E02000119,0,0.01
E02000120,0,0.16
E02000121,0,0.02
E02000122,0,0.03
E02000123,0,0.06
E02000124,0,0.13
E02000125,0,0.12
E02000126,0,0.03
