MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02001958,"Longford",0,760.0,1380.74,8.822,30,0.00,0.00,0.00,0
E02001959,"Keresley",0,539.0,1817.83,9.483,18,0.00,2892.13,71794.58,0
E02001961,"Bell Green",0,360.0,378.89,7.386,2,0.00,1153.26,0.00,0
E02001962,"Little Heath",0,223.0,1865.84,5.653,4,0.00,17166.22,0.00,0
E02001963,"Whitmore Park",0,223.0,70.24,4.475,22,0.00,0.00,0.00,0
E02001964,"Henley Green & Wood End",0,137.0,342.29,11.835,3,0.00,0.00,0.00,0
E02001965,"Walsgrave & Woodway Park",0,353.0,3295.77,9.858,3,0.00,12122.73,0.00,0
E02001966,"Foleshill West",0,1967.0,157.49,24.029,7,0.00,1976.00,2531.02,0
E02001967,"Brownshill Green",0,755.0,1664.10,21.856,0,0.00,298.07,0.00,0
E02001968,"Radford East",0,223.0,226.04,5.700,20,0.00,1515.28,0.00,0
E02001969,"Radford West",0,223.0,251.32,5.229,28,0.00,1528.01,0.00,0
E02001970,"Wyken Croft",0,360.0,40.75,5.871,0,0.00,0.00,0.00,0
E02001971,"Coundon",0,223.0,80.86,5.041,6,0.00,381.56,0.00,0
E02001972,"Foleshill East",0,321.0,1276.69,7.208,3,0.00,674.41,9623.38,0
E02001973,"Stoke Heath",0,360.0,1258.44,8.827,14,0.00,6961.28,0.00,0
E02001974,"Sherbourne",0,537.0,1434.87,12.176,19,0.00,6666.82,0.00,0
E02001975,"Ravensdale",0,137.0,243.04,6.148,13,0.00,0.00,0.00,0
E02001976,"Clifford Park",0,886.0,5348.63,10.397,11,0.00,15673.21,62012.49,0
E02001977,"Naul's Mill & Bishopsgate Green",0,321.0,1084.50,2.968,31,0.00,0.00,0.00,0
E02001978,"Barras Heath",0,137.0,142.30,5.584,18,0.00,633.33,0.00,0
E02001979,"Allesley Park",0,216.0,167.36,12.362,8,0.00,603.19,0.00,0
E02001980,"Allesley Green & Lower Eastern Green",0,216.0,34.05,16.936,0,0.00,263.03,0.00,0
E02001981,"Hillfields",0,235.0,1656.60,2.510,5,0.00,0.00,293.93,0
E02001982,"Eastern Green & Tanyard Farm",0,444.0,355.72,17.401,0,0.00,403.65,0.00,0
E02001983,"Whoberley",0,444.0,827.33,17.878,55,0.00,11368.00,0.00,0
E02001984,"Copsewood",0,886.0,190.77,13.458,27,0.00,1580.00,0.00,0
E02001985,"Lower Stoke & Gosford Park",0,984.0,1248.35,2.817,19,0.00,0.00,1863.52,0
E02001986,"Tile Hill",0,444.0,4.64,22.002,0,0.00,0.00,0.00,0
E02001987,"Chapelfields",0,314.0,256.89,13.970,18,0.00,0.00,0.00,0
E02001988,"Central Coventry",0,2347.0,5779.74,119.029,36,0.00,1543.23,0.00,0
E02001989,"Earl Place & Lime Tree Park",0,444.0,1192.00,12.853,0,0.00,440.01,0.00,0
E02001990,"Binley",0,886.0,2003.32,18.973,4,0.00,10643.10,0.00,0
E02001991,"Earlsdon & Canley Gardens",0,1193.0,638.31,26.008,17,0.00,817.34,0.00,0
E02001992,"Ernesford Grange & Stoke Aldermoor",0,749.0,169.76,19.328,13,0.00,0.00,0.00,0
E02001993,"Canley & Westwood Heath",0,228.0,3887.42,24.235,3,0.00,0.00,0.00,0
E02001994,"Cheylesmore Daventry Road",0,847.0,221.45,16.976,15,0.00,1469.66,0.00,0
E02001995,"Whitley & Tollbar End",0,847.0,6357.02,21.681,4,0.00,6834.05,29590.32,0
E02001996,"Willenhall",0,1587.0,826.14,44.363,1,0.00,3121.21,0.00,0
E02001997,"Stivichall & Finham",0,1045.0,120.02,17.023,0,0.00,0.00,0.00,0
E02001998,"Finham Park",0,749.0,120.02,9.715,0,0.00,0.00,0.00,0
E02001999,"Cannon Park & University",0,1193.0,5927.36,17.565,2,0.00,7323.33,0.00,0
E02006805,"Holbrooks",0,223.0,755.72,6.171,0,0.00,0.00,0.00,0
