MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02000784,"North Barnes",0,366.0,1034.34,37.998,33,0.00
E02000785,"Kew Gardens",0,849.0,794.64,24.750,45,0.00
E02000786,"Mortlake & South Barnes",0,1365.0,139.15,80.477,46,0.00
E02000787,"North Sheen",0,1140.0,1503.84,22.087,29,0.00
E02000788,"East Sheen North",0,1140.0,72.17,27.543,32,0.00
E02000789,"Queen's Road",0,849.0,193.55,24.331,8,0.00
E02000790,"St Margarets",0,753.0,107.88,13.705,12,0.00
E02000791,"Richmond Central",0,849.0,1055.97,94.049,4,0.00
E02000792,"Twickenham Marble Hill",0,349.0,262.52,22.034,12,0.00
E02000793,"Whitton",0,962.0,228.95,15.905,4,0.00
E02000794,"Twickenham North",0,1101.0,3161.72,63.298,3,0.00
E02000795,"Richmond Park",0,2065.0,2054.87,28.716,9,0.00
E02000796,"Heathfield",0,1067.0,228.27,18.721,2,0.00
E02000797,"Twickenham Town",0,697.0,1047.66,35.182,20,0.00
E02000798,"Twickenham West",0,937.0,1190.28,26.369,12,0.00
E02000799,"Strawberry Hill",0,949.0,156.35,18.482,19,0.00
E02000800,"Ham",0,912.0,632.10,21.754,2,0.00
E02000801,"Teddington North",0,949.0,1094.60,17.076,15,0.00
E02000802,"Hampton Hill",0,463.0,373.26,25.040,6,0.00
E02000803,"Nursery Lands & Hampton North",0,211.0,1228.00,27.866,0,0.00
E02000804,"Teddington Central",0,382.0,2505.08,55.385,16,0.00
E02000805,"Hampton Wick & Teddington East",0,382.0,813.94,22.213,17,0.00
E02000806,"Hampton Village",0,420.0,1372.50,61.354,10,0.00
