MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02004878,"Buntingford & Great Hormead",0,118.0,1141.07,43.013,0,0.00,1086.59,0.00
E02004879,"Datchworth",0,1138.0,1045.65,44.984,0,0.00,0.00,0.00
E02004880,"Bishop's Stortford West & Braughing",0,660.0,1849.02,46.416,0,0.00,7272.62,0.00
E02004881,"Bishop's Stortford North",0,418.0,1955.70,39.496,1,0.00,2200.79,0.00
E02004882,"Bishop's Stortford East",0,418.0,1501.19,26.454,0,0.00,2097.38,0.00
E02004883,"Puckeridge & Thundridge",0,417.0,747.95,30.159,0,0.00,0.00,0.00
E02004884,"Bishop's Stortford Central",0,628.0,1535.44,95.018,1,0.00,3774.29,0.00
E02004885,"Bishop's Stortford South",0,628.0,182.06,18.200,0,0.00,0.00,0.00
E02004886,"Much Hadham & Hunsdon",0,883.0,1537.46,42.340,0,0.00,0.00,0.00
E02004887,"Watton-at-Stone",0,1096.0,1158.28,44.528,0,0.00,0.00,0.00
E02004888,"Sawbridgeworth",0,850.0,1326.11,37.784,0,0.00,949.20,0.00
E02004889,"Ware East",0,209.0,864.74,31.163,0,0.00,2539.75,0.00
E02004890,"Ware West",0,451.0,2203.06,65.662,1,0.00,0.00,0.00
E02004891,"Hertford Bengeo",0,589.0,1363.50,35.980,0,0.00,4955.56,388.16
E02004892,"Hertford West",0,231.0,532.16,20.874,0,0.00,0.00,0.00
E02004893,"Hertford Foxholes",0,149.0,284.36,14.145,0,0.00,0.00,0.00
E02004894,"Hertford South",0,380.0,2425.72,94.597,3,0.00,5440.03,0.00
E02004895,"Hertford Heath & Stanstead St Margarets",0,685.0,3319.30,30.310,0,0.00,0.00,0.00
