MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02001708,"Kingston Park & Dinnington",281,444.0,3210.85,95.954,7,0.00
E02001709,"North Gosforth",263,604.0,2796.82,41.846,1,0.00
E02001710,"Fawdon South",269,295.0,607.51,43.981,10,0.00
E02001711,"Woolsington & Airport",287,698.0,6553.59,39.037,13,0.00
E02001712,"South Gosforth",248,383.0,428.04,44.854,2,0.00
E02001713,"Coxlodge & West Gosforth",252,532.0,1448.61,121.666,9,0.00
E02001714,"High Heaton",281,512.0,4940.16,52.239,4,0.00
E02001715,"Kenton",273,452.0,2532.84,37.609,2,0.00
E02001718,"Blakelaw",283,395.0,102.40,13.078,1,0.00
E02001719,"North Heaton",304,200.0,1424.96,28.534,1,0.00
E02001720,"North Jesmond",272,88.0,193.10,15.064,0,0.00
E02001721,"Throckley & Newburn",267,223.0,712.47,29.434,0,0.00
E02001722,"Denton",277,100.0,471.14,16.821,0,0.00
E02001723,"Cowgate",275,202.0,401.94,8.088,1,0.00
E02001724,"South Jesmond & Sandyford",289,160.0,156.81,18.506,0,0.00
E02001725,"Heaton South",296,257.0,564.86,25.830,2,0.00
E02001726,"Fenham",268,325.0,486.65,28.858,0,0.00
E02001727,"Walkergate",272,240.0,908.84,6.488,2,0.00
E02001728,"Lemington",278,123.0,154.92,23.535,2,0.00
E02001729,"Nunsmoor",269,190.0,2996.35,9.587,1,0.00
E02001730,"Shieldfield & Heaton Park",286,273.0,2255.03,15.885,31,0.00
E02001731,"City Centre & Arthur's Hill",292,542.0,8020.35,16.273,104,0.00
E02001732,"Scotswood",284,225.0,1220.89,20.157,0,0.00
E02001733,"Byker",256,128.0,3974.93,15.640,10,0.00
E02001734,"Benwell",275,225.0,274.25,15.873,0,0.00
E02001735,"Walker North",239,128.0,144.67,3.910,0,0.00
E02001736,"Elswick",261,382.0,4215.60,15.658,3,0.00
E02001737,"Walker South",232,128.0,1026.42,6.905,0,0.00
E02001738,"Whitley Bay North",223,224.0,1181.98,24.948,0,0.00
E02001739,"Fordley",280,393.0,1062.92,17.058,0,0.00
E02001740,"Whitley Sands",221,224.0,629.30,19.708,6,0.00
E02001741,"Wideopen & Seaton Burn",256,766.0,246.74,57.806,0,0.00
E02001742,"West Monkseaton",234,224.0,245.37,26.614,0,0.00
E02001743,"Whitley Bay Promenade",226,224.0,905.83,32.990,1,0.00
E02001744,"Shiremoor North & South Wellfield",272,358.0,841.41,38.708,0,0.00
E02001745,"Killingworth West & Camperdown",285,322.0,1314.60,29.853,2,0.00
E02001746,"Monkseaton",238,617.0,744.77,39.129,0,0.00
E02001747,"Cullercoats",257,336.0,508.17,18.346,0,0.00
E02001748,"Shiremoor South & West Allotment",302,71.0,5792.37,40.758,10,0.00
E02001749,"Killingworth East",274,160.0,378.04,24.333,0,0.00
E02001750,"Preston Grange",279,463.0,2102.99,18.573,6,0.00
E02001751,"Forest Hall & West Moor",250,160.0,101.36,32.777,0,0.00
E02001752,"New York",295,646.0,6305.55,75.419,7,0.00
E02001753,"Tynemouth Priory",244,134.0,1230.61,35.193,4,0.00
E02001754,"Tynemouth West",272,239.0,641.48,19.415,0,0.00
E02001755,"Holystone & Benton",270,381.0,2627.94,38.977,10,0.00
E02001756,"Longbenton",237,360.0,4703.12,27.137,1,0.00
E02001757,"Preston Billy Mill",302,239.0,124.25,9.456,0,0.00
E02001758,"Battle Hill East",304,112.0,2066.25,6.770,1,0.00
E02001759,"North Shields",286,239.0,548.05,26.378,3,0.00
E02001760,"Chirton",304,239.0,1139.17,13.874,1,0.00
E02001761,"Battle Hill West",305,112.0,401.55,10.977,0,0.00
E02001762,"East Benton",297,272.0,234.60,7.255,0,0.00
E02001763,"Howdon",308,351.0,280.19,9.246,0,0.00
E02001764,"Percy Main",306,274.0,12006.49,13.066,0,0.00
E02001765,"Willington Quay",309,169.0,124.36,13.782,0,0.00
E02001766,"Wallsend East",297,274.0,399.31,15.627,3,0.00
E02001767,"Wallsend West",299,240.0,1022.03,16.496,2,0.00
E02005702,"Longhoughton & Alnmouth",108,309.0,4176.29,27.596,8,0.00
E02005703,"Alnwick",117,159.0,3928.02,26.262,9,0.00
E02005704,"Amble",130,309.0,2528.22,55.706,1,0.00
E02005705,"Rothbury & Longframlington",136,587.0,2060.31,56.764,4,0.00
E02005706,"Berwick-upon-Tweed Town",5,68.0,3178.89,24.890,7,0.00
E02005707,"Berwick-upon-Tweed West & Holy Island",5,94.0,3624.60,16.947,2,0.00
E02005708,"Seahouses",12,335.0,3995.90,11.578,9,0.00
E02005709,"Blyth Cowpen",215,132.0,1030.08,21.124,4,0.00
E02005710,"Blyth Town",201,132.0,1723.38,52.124,7,0.00
E02005711,"Blyth Isabella",208,132.0,637.30,18.483,6,0.00
E02005712,"Blyth Newsham",210,182.0,1261.44,24.552,0,0.00
E02005713,"Blyth South",207,132.0,724.68,12.518,12,0.00
E02005714,"North Cramlington",236,162.0,84.35,14.307,0,0.00
E02005715,"Cramlington Town & Beaconhill",238,162.0,5217.06,42.172,6,0.00
E02005716,"East Cramlington & Parkside",246,162.0,1315.23,28.989,4,0.00
E02005717,"Holywell & Hartley",228,589.0,1006.80,37.575,0,0.00
E02005718,"Cramlington South",258,162.0,1194.28,15.206,3,0.00
E02005719,"Seaton Delaval & Seghill",256,518.0,2079.41,34.561,1,0.00
E02005720,"Widdrington",202,396.0,1932.04,48.880,0,0.00
E02005721,"Morpeth North & Pegswood",219,230.0,1087.80,28.065,0,0.00
E02005722,"Longhorsley",225,882.0,5213.74,80.944,8,0.00
E02005723,"Morpeth Central & East",216,396.0,2093.55,65.329,9,0.00
E02005724,"Morpeth South & West",223,230.0,1260.65,36.341,6,0.00
E02005725,"Ponteland",247,336.0,7015.88,96.597,9,0.00
E02005726,"Darras Hall",248,345.0,524.98,57.016,0,0.00
E02005727,"Bellingham",75,767.0,34476.74,28.129,17,0.00
E02005728,"Haltwhistle & Bardon Mill",71,196.0,1811.93,15.558,9,0.00
E02005729,"Wylam & Ovingham",224,300.0,921.21,50.089,5,0.00
E02005730,"Hexham & Acomb",185,128.0,4453.19,62.710,25,0.00
E02005731,"Prudhoe",227,194.0,1351.60,63.295,3,0.00
E02005732,"Stocksfield",223,618.0,8600.40,101.621,3,0.00
E02005733,"Haydon Bridge & Allendale",165,243.0,3096.60,49.796,6,0.00
E02005734,"Newbiggin",204,86.0,1918.31,0.759,1,0.00
E02005735,"Ashington Hirst",199,76.0,1817.32,20.483,1,0.00
E02005736,"Ashington East",210,76.0,2404.12,19.041,13,0.00
E02005737,"Ashington West",192,328.0,934.10,17.939,6,0.00
E02005738,"Ashington South",203,290.0,1014.77,24.728,0,0.00
E02005739,"Guide Post & Stakeford",199,302.0,436.49,24.358,1,0.00
E02005740,"Bedlington Station & Sleekburn",215,204.0,1077.04,34.381,0,0.00
E02005741,"Bedlington Town",214,302.0,1297.17,24.896,4,0.00
E02006893,"Westerhope",269,100.0,560.27,22.505,2,0.00
