MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006475,"Weddington & St Nicholas Park",0,467.0,100.09,19.050,0,0.00
E02006476,"Camp Hill",0,312.0,204.84,19.539,0,0.00
E02006477,"Horeston Grange",0,467.0,1027.59,19.278,1,0.00
E02006478,"Galley Common & Whittleford",0,312.0,130.45,16.875,0,0.00
E02006479,"Nuneaton Town Centre",0,576.0,3192.07,82.773,4,0.00
E02006480,"Tomkinson Road",0,467.0,351.99,13.310,2,0.00
E02006481,"Stockingford",0,312.0,199.47,13.544,0,0.00
E02006482,"Bermuda & Heath End",0,312.0,2456.75,18.096,7,29325.41
E02006483,"Caldwell & Chilvers Coton",0,467.0,506.82,16.553,0,0.00
E02006484,"Attleborough",0,155.0,312.48,15.752,0,0.00
E02006485,"Whitestone",0,155.0,240.52,13.547,0,0.00
E02006486,"Bedworth Woodlands",0,551.0,124.50,16.007,1,0.00
E02006487,"Bedworth Town",0,84.0,545.39,27.662,2,0.00
E02006488,"Bulkington",0,376.0,1129.62,14.352,0,0.00
E02006489,"Bedworth Coalpit Field & Exhall",0,623.0,523.18,25.211,4,0.00
E02006490,"Bedworth Heath",0,400.0,83.34,16.800,1,0.00
E02006806,"Ash Green & Keresley End",0,623.0,1063.33,31.920,1,0.00
