MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006099,"Bishops Lydeard & Cotford St Luke",0,362.0,1674.81,16.105,0,0.00
E02006100,"Taunton Rowbarton & Kingston",0,217.0,1368.25,20.813,0,39409.21
E02006101,"Wiveliscombe & Milverton",0,250.0,568.02,23.552,1,0.00
E02006102,"Taunton Pyrland & Priorswood",0,146.0,296.87,14.714,2,0.00
E02006103,"Ruishton & North Curry",0,537.0,1593.33,32.869,2,0.00
E02006104,"Taunton Halcon & Monkton Heathfield",0,309.0,6549.93,14.595,1,0.00
E02006105,"Taunton North Town",0,590.0,3806.38,45.904,1,0.00
E02006106,"Bishop's Hull & Norton Fitzwarren",0,454.0,3677.83,16.641,0,0.00
E02006107,"Taunton Holway & Lambrook",0,309.0,2086.36,6.667,0,0.00
E02006108,"Taunton Wilton",0,163.0,2790.83,18.510,2,0.00
E02006109,"Taunton Galmington & Trull",0,549.0,2424.68,16.380,2,0.00
E02006110,"Wellington North",0,105.0,2282.32,27.876,0,0.00
E02006111,"Wellington South",0,250.0,1696.80,30.585,1,0.00
E02006112,"Dowslands & Blackdown",0,626.0,4585.84,29.105,3,0.00
E02006113,"Minehead Town",0,85.0,1621.56,14.019,1,0.00
E02006114,"Minehead Outer & Porlock",0,95.0,3837.55,9.324,2,0.00
E02006115,"Watchet",0,255.0,1328.23,6.070,0,0.00
E02006116,"Williton",0,489.0,3657.85,27.792,0,0.00
E02006117,"Dunster",0,465.0,2135.73,10.833,0,0.00
