MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004856,"Markyate",0,1228.0,925.54,37.118,1,0,0.00,0.00,0.00,2.75
E02004857,"Tring West & Long Marston",0,237.0,686.81,68.239,2,0,0.00,0.00,0.00,0
E02004858,"Tring North",0,237.0,502.27,20.718,1,0,0.00,0.00,127.98,0
E02004859,"Tring East",0,599.0,1905.99,34.060,0,0,0.00,0.00,4746.40,0
E02004860,"Woodhall Farm",0,288.0,273.90,8.396,0,0,0.00,2637.34,0.00,0
E02004861,"Northchurch & Potten End",0,1054.0,849.52,43.179,0,0,0.00,0.00,175.60,0
E02004862,"Grovehill",0,288.0,181.12,10.721,0,0,0.00,0.00,0.00,0
E02004863,"Highfield",0,288.0,258.18,11.948,0,0,0.00,0.00,0.00,0
E02004864,"Berkhamsted Town",0,529.0,1347.46,94.495,1,0,0.00,6809.65,0.00,0
E02004865,"Gadebridge & Old Town",0,455.0,547.10,11.742,0,0,0.00,0.00,0.00,0
E02004866,"Warners End",0,529.0,158.16,11.472,0,0,0.00,0.00,0.00,1.41
E02004867,"Berkhamsted West",0,362.0,475.43,28.605,0,0,0.00,0.00,0.00,0
E02004868,"Maylands & Adeyfield",0,1071.0,1103.19,34.396,0,0,0.00,1570.50,107903.08,2.13
E02004869,"Berkhamsted South",0,529.0,609.70,32.979,0,0,0.00,0.00,0.00,0
E02004870,"Hemel Hempstead Town",0,709.0,3067.42,74.136,2,0,0.00,3665.28,0.00,0.4
E02004871,"Chaulden",0,167.0,170.60,8.900,0,0,0.00,0.00,0.00,0
E02004872,"Leverstock Green",0,542.0,1510.25,26.335,2,0,0.00,0.00,0.00,0
E02004873,"Boxmoor & Apsley",0,709.0,2798.88,37.118,1,0,0.00,8634.82,2154.33,5.67
E02004874,"Corner Hall",0,542.0,1700.45,16.793,0,0,0.00,9367.27,0.00,0.3
E02004875,"Nash Mills & Bennetts End",0,254.0,482.84,36.467,0,0,0.00,0.00,0.00,0
E02004876,"Bovingdon & Chipperfield",0,860.0,1324.44,51.259,0,0,0.00,0.00,0.00,6.53
E02004877,"Kings Langley",0,504.0,2128.23,53.071,1,0,0.00,0.00,0.00,0
