MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002868,"Rise Park & Top Valley West",0,338.0,974.91,8.884,10,0.00
E02002869,"Bulwell North",0,110.0,4923.24,8.234,6,0.00
E02002871,"Highbury Vale",0,448.0,515.06,14.009,1,0.00
E02002872,"Bulwell West",0,380.0,2661.33,7.862,10,19218.88
E02002873,"Bestwood",0,338.0,107.86,10.512,0,0.00
E02002874,"North Sherwood",0,338.0,2194.14,18.311,0,0.00
E02002875,"Basford Park Lane",0,448.0,216.98,8.265,0,0.00
E02002876,"Old Basford",0,898.0,1783.24,10.672,10,0.00
E02002877,"Sherwood Vale",0,555.0,834.13,15.377,17,0.00
E02002878,"Broxtowe & Cinderhill",0,270.0,301.96,12.584,0,0.00
E02002879,"New Basford",0,518.0,1274.92,10.168,0,0.00
E02002880,"Aspley",0,270.0,87.11,12.115,0,0.00
E02002881,"Bilborough North",0,270.0,2112.80,12.772,10,0.00
E02002882,"Mapperley Park",0,612.0,704.30,19.316,1,0.00
E02002883,"Thorneywood",0,217.0,795.32,15.149,0,0.00
E02002884,"Forest Fields",0,1138.0,1093.42,4.563,4,0.00
E02002885,"Hyson Green",0,180.0,1165.72,3.458,8,0.00
E02002886,"Bobbers Mill",0,450.0,1008.63,19.356,2,0.00
E02002887,"Beechdale",0,270.0,650.65,16.717,6,0.00
E02002888,"St Ann's East",0,217.0,591.77,16.015,0,0.00
E02002889,"Arboretum",0,237.0,2218.04,2.203,7,0.00
E02002890,"St Ann's West",0,894.0,3340.62,32.812,31,0.00
E02002891,"Bakersfield",0,1007.0,745.41,12.922,0,0.00
E02002892,"Bilborough South",0,667.0,521.00,51.396,2,0.00
E02002893,"Radford",0,180.0,1163.44,5.211,11,0.00
E02002894,"Wollaton Park",0,450.0,951.69,13.274,0,0.00
E02002895,"The Park & Castle",0,857.0,2001.92,3.674,0,0.00
E02002896,"Sneinton",0,1064.0,2870.43,30.190,20,0.00
E02002897,"Wollaton Vale",0,270.0,1178.95,16.059,1,0.00
E02002898,"Lenton & Dunkirk",0,180.0,13681.69,4.471,27,73247.00
E02002899,"University Park",0,792.0,2645.01,10.873,5,0.00
E02002901,"Wilford & Silverdale",0,186.0,538.78,16.369,0,0.00
E02002902,"Clifton North",0,186.0,2125.54,36.689,9,0.00
E02002903,"Clifton West",0,186.0,92.04,15.917,0,0.00
E02002904,"Clifton South",0,186.0,163.64,13.321,0,0.00
E02006834,"Top Valley East",0,338.0,143.37,12.614,0,0.00
E02006904,"City Centre & Trent Bridge",0,1234.0,5988.51,115.026,8,0.00
E02006905,"Meadows",0,857.0,7363.73,28.773,7,0.00
