MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006634,"Ramsbury",0,652.0,1085.95,51.283,0,0.00
E02006635,"Marlborough",0,299.0,1908.55,67.657,2,0.00
E02006636,"Pewsey & Lockeridge",0,516.0,806.30,37.702,0,0.00
E02006637,"Devizes East",0,217.0,941.82,25.424,0,0.00
E02006638,"Devizes West",0,217.0,1583.16,40.511,1,0.00
E02006639,"Potterne & Rowde",0,11268.0,585.94,33.534,0,0.00
E02006640,"Bedwyn",0,709.0,350.05,40.200,0,0.00
E02006641,"Market Lavington & Bishops Cannings",0,465.0,259.39,28.379,0,0.00
E02006642,"Netheravon & Upavon",0,770.0,282.39,25.441,1,0.00
E02006643,"Tidworth & Ludgershall",0,302.0,1317.50,30.565,0,0.00
E02006644,"Cricklade & Ashton Keynes",0,24321.0,312.08,34.617,0,0.00
E02006645,"Malmesbury",0,641.0,1880.40,55.339,0,0.00
E02006646,"Lydiard Millicent & Purton",0,24256.0,644.95,32.644,0,0.00
E02006647,"Somerford",0,24104.0,346.61,36.044,0,0.00
E02006648,"Sherston & Hullavington",0,1099.0,1002.25,36.953,0,0.00
E02006649,"Royal Wootton Bassett Town",0,245.0,637.31,25.730,1,0.00
E02006650,"Royal Wootton Bassett Outer & Lyneham",0,24530.0,2911.62,93.286,0,0.00
E02006651,"Sutton Benger",0,992.0,2762.16,50.280,2,0.00
E02006652,"Chippenham North",0,821.0,1089.96,30.259,0,0.00
E02006653,"Chippenham West",0,992.0,2047.82,55.354,1,0.00
E02006654,"Chippenham South & East",0,821.0,3791.49,70.131,4,0.00
E02006655,"Derry Hill & Hilmarton",0,1002.0,2213.61,51.302,3,0.00
E02006656,"Chippenham Pewsham",0,455.0,263.77,15.137,0,0.00
E02006657,"Calne North",0,181.0,1163.96,52.449,0,0.00
E02006658,"Calne South",0,181.0,588.02,39.093,0,0.00
E02006659,"Box",0,880.0,4431.09,70.470,1,0.00
E02006660,"Corsham",0,992.0,4310.17,73.691,4,0.00
E02006661,"Larkhill",0,287.0,5728.86,30.782,0,0.00
E02006662,"Durrington & Bulford",0,185.0,293.34,14.114,0,0.00
E02006663,"Amesbury",0,287.0,2942.01,28.523,5,67109.23
E02006664,"Great Wishford",0,612.0,3322.31,25.902,0,0.00
E02006665,"Mere & East Knoyle",0,364.0,1772.51,26.565,0,0.00
E02006666,"Salisbury Bishopsdown",0,166.0,1077.61,11.442,1,0.00
E02006667,"Salisbury Bemerton",0,144.0,0.00,6.146,0,0.00
E02006668,"Salisbury Stratford",0,495.0,235.83,9.277,4,0.00
E02006669,"Wilton",0,668.0,3434.95,51.185,0,0.00
E02006670,"Salisbury Churchfields",0,860.0,1853.45,56.521,1,0.00
E02006671,"Salisbury Town North & Milford",0,573.0,6111.61,23.001,4,0.00
E02006672,"Laverstock",0,891.0,3909.17,34.367,2,0.00
E02006673,"Salisbury Cathedral & Harnham",0,310.0,643.08,17.455,0,0.00
E02006674,"Salisbury East Harnham",0,310.0,393.10,11.299,1,0.00
E02006675,"Whaddon",0,735.0,956.60,48.220,0,0.00
E02006676,"Tisbury",0,468.0,300.92,31.056,2,0.00
E02006677,"Downton & Morgan's Vale",0,407.0,819.90,47.733,0,0.00
E02006678,"Melksham North",0,162.0,683.65,17.619,0,0.00
E02006679,"Bowerhill",0,11769.0,1845.32,38.435,0,0.00
E02006680,"Melksham South",0,162.0,1710.26,34.190,2,0.00
E02006681,"Winsley",0,12913.0,1247.07,34.682,0,0.00
E02006682,"Bradford-on-Avon",0,145.0,1594.94,52.401,1,0.00
E02006683,"Staverton",0,10615.0,687.34,17.145,0,0.00
E02006684,"Trowbridge North",0,10615.0,2391.90,36.778,6,0.00
E02006685,"Trowbridge East",0,10615.0,515.72,43.323,1,0.00
E02006686,"Trowbridge West",0,10615.0,383.42,12.259,0,0.00
E02006687,"Trowbridge South East",0,10615.0,2034.24,21.661,2,0.00
E02006688,"Trowbridge South",0,10615.0,453.98,11.614,0,0.00
E02006689,"Steeple Ashton",0,11536.0,521.35,24.302,1,0.00
E02006690,"Dilton Marsh & Bratton",0,11171.0,523.29,32.568,1,0.00
E02006691,"Westbury",0,158.0,1481.25,53.330,2,0.00
E02006692,"Warminster East",0,159.0,1503.62,8.855,0,0.00
E02006693,"Warminster West & North",0,159.0,519.14,11.745,0,0.00
E02006694,"Warminster Central",0,159.0,804.74,21.277,2,0.00
E02006695,"Wylye Valley",0,419.0,7236.16,25.705,4,0.00
