MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02006238,"Brandon",0,246.0,6016.28,18.481,9,0.00,3516.27,0.00
E02006239,"Lakenheath",0,277.0,1523.30,12.509,0,0.00,478.43,0.00
E02006240,"Beck Row",0,822.0,2447.78,29.257,0,0.00,0.00,0.00
E02006241,"Mildenhall",0,165.0,1302.34,25.185,0,0.00,4206.70,0.00
E02006242,"Red Lodge",0,442.0,950.68,27.536,0,0.00,568.67,0.00
E02006243,"North Newmarket",0,277.0,2642.81,25.309,4,0.00,16880.90,0.00
E02006273,"Stanton & Barningham",0,280.0,867.65,21.380,0,0.00,0.00,0.00
E02006274,"Ixworth",0,239.0,948.15,26.467,0,0.00,0.00,0.00
E02006275,"Howard Estate & Northgate",0,143.0,450.00,20.107,0,0.00,2027.66,2476.97
E02006276,"Fornham",0,787.0,854.12,36.948,8,0.00,0.00,102576.91
E02006277,"Moreton Hall",0,918.0,1489.58,27.454,0,7198.68,8113.91,0.00
E02006278,"Bury St Edmunds Central",0,918.0,4192.78,47.145,14,0.00,10491.35,235.18
E02006279,"Bury St Edmunds West",0,215.0,2310.19,14.168,8,0.00,7570.46,0.00
E02006280,"Barrow",0,775.0,2039.77,46.748,0,0.00,0.00,18707.99
E02006281,"Eastgate & Southgate",0,358.0,3205.29,15.131,10,0.00,284.95,0.00
E02006282,"Clare",0,627.0,209.31,19.720,0,0.00,0.00,0.00
E02006283,"Kedington",0,811.0,1183.19,20.850,0,0.00,0.00,0.00
E02006284,"Haverhill North",0,128.0,331.87,14.429,4,0.00,0.00,0.00
E02006285,"Haverhill West",0,128.0,747.73,10.879,0,0.00,8280.58,0.00
E02006286,"Haverhill East & South",0,128.0,3024.25,32.183,1,0.00,7933.15,19114.63
E02006826,"South Newmarket & Racecourse",0,277.0,2396.77,50.221,7,0.00,220.37,303.51
