MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004924,"Harpenden North",0,493.0,548.48,49.000,0,0.00
E02004925,"Harpenden East",0,493.0,200.11,56.600,0,0.00
E02004926,"Harpenden Town",0,493.0,2255.97,132.000,6,0.00
E02004927,"Wheathampstead",0,1680.0,905.88,53.232,0,0.00
E02004928,"Harpenden Common",0,855.0,181.34,48.754,0,0.00
E02004929,"Redbourn",0,1625.0,1259.05,47.879,0,0.00
E02004930,"Jersey Farm & Sandridge",0,682.0,1981.56,42.861,0,0.00
E02004931,"Marshalswick",0,320.0,263.55,38.221,0,0.00
E02004932,"Townsend & New Greens",0,362.0,577.88,30.567,0,0.00
E02004933,"Bernards Heath",0,1051.0,231.92,16.427,0,0.00
E02004934,"Clarence Park",0,369.0,1190.51,25.976,2,0.00
E02004935,"St Albans Central",0,731.0,4955.15,54.647,6,0.00
E02004936,"Longacres",0,1772.0,333.24,145.415,0,0.00
E02004937,"Verulam Park",0,731.0,1602.02,41.851,5,0.00
E02004938,"Colney Heath & Tyttenhanger",0,689.0,1945.72,43.292,3,0.00
E02004939,"The Camp & Cunningham",0,917.0,683.37,18.960,0,0.00
E02004940,"Cottonmill & Sopwell",0,597.0,1862.72,22.324,0,0.00
E02004941,"London Colney",0,822.0,1759.85,46.145,0,34315.68
E02004942,"How Wood & Park Street",0,502.0,497.83,44.143,1,0.00
E02004943,"Bricket Wood & Chiswell Green",0,559.0,1498.95,50.977,8,0.00
