MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003581,"Cowes Central",0,110.0,1494.32,17.681,2,0.00
E02003582,"Cowes West",0,249.0,2700.24,13.908,0,0.00
E02003583,"East Cowes & Osborne",0,189.0,3038.26,10.697,0,0.00
E02003584,"Ryde Central",0,154.0,1551.97,11.876,0,0.00
E02003585,"Binstead & Wootton",0,154.0,1786.28,10.445,1,0.00
E02003586,"Ryde West & Havenstreet",0,154.0,1268.35,12.544,0,0.00
E02003587,"Ryde South",0,207.0,1834.20,19.609,0,0.00
E02003588,"Newport East & Parkhurst East",0,446.0,9564.25,20.067,2,0.00
E02003589,"Newport Central & Parkhurst West",0,164.0,4548.71,13.144,1,0.00
E02003590,"Bembridge & Nettlestone",0,281.0,3592.20,37.126,3,0.00
E02003591,"Newport South & West",0,330.0,4227.35,11.225,0,0.00
E02003592,"Yarmouth & Freshwater",0,240.0,4780.24,12.105,2,0.00
E02003593,"Brighstone & Shalfleet",0,359.0,2025.27,8.596,0,0.00
E02003594,"Sandown & Brading",0,271.0,3238.69,16.880,4,0.00
E02003595,"Shanklin West & Newchurch",0,209.0,3164.07,11.503,1,0.00
E02003596,"Shanklin Central & Lake",0,117.0,2308.16,19.248,0,0.00
E02003597,"Niton",0,330.0,1884.66,19.363,0,0.00
E02003598,"Ventnor & Wroxall",0,92.0,2325.80,28.983,1,0.00
