MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02003459,"Olney & Lavendon",0,1262.0,1193.69,60.654,5,0,0.00,3555.19,10373.99,0
E02003460,"Hanslope",0,16559.0,3539.17,75.166,7,0,0.00,3907.23,2031.45,0
E02003461,"Newport Pagnell North",0,597.0,396.98,24.870,3,0,0.00,0.00,0.00,0
E02003462,"Newport Pagnell South",0,697.0,1098.18,58.226,0,0,0.00,1065.66,0.00,0
E02003463,"Great Linford & Giffard Park",0,16342.0,455.71,23.493,4,0,0.00,574.47,0.00,0
E02003464,"Stantonbury & Bradville",0,15490.0,86.81,12.406,2,0,0.00,0.00,0.00,0
E02003465,"Willen & Downhead Park",0,17665.0,1268.97,35.560,1,0,0.00,0.00,33673.13,0
E02003466,"Wolverton & New Bradwell",0,182.0,951.20,15.111,4,0,0.00,0.00,0.00,0
E02003467,"Linford Wood",0,17086.0,2454.28,28.567,2,0,0.00,585.07,0.00,0
E02003468,"Stony Stratford & Old Wolverton",0,163.0,2130.79,26.546,14,0,0.00,8404.65,2401.30,0
E02003469,"Bradwell Village",0,907.0,46.36,15.936,0,0,0.00,0.00,0.00,0
E02003470,"Stacey Bushes & Fullers Slade",0,163.0,340.33,11.189,1,0,0.00,411.90,0.00,0
E02003471,"Bradwell Common",0,998.0,1814.34,16.684,4,0,0.00,1628.43,0.00,0
E02003472,"Central Milton Keynes & Newlands",0,23036.0,26305.29,20.684,172,0,0.00,15351.40,0.00,0
E02003473,"Two Mile Ash",0,16838.0,324.23,108.676,4,0,0.00,0.00,0.00,0
E02003474,"Woughton & Woolstone",0,6847.0,825.52,29.848,2,0,0.00,0.00,0.00,0
E02003475,"Broughton",0,8001.0,8942.01,219.821,24,0,31614.82,22424.80,46567.94,0
E02003476,"Eaglestone & Fishermead",0,831.0,2523.12,10.820,4,0,0.00,0.00,0.00,0
E02003477,"Shenley Wood & Grange Farm",0,1914.0,2098.65,77.325,2,0,0.00,0.00,0.00,0
E02003478,"Loughton",0,304.0,3541.74,52.180,3,0,0.00,3575.17,0.00,0
E02003479,"Oldbrook & Coffee Hall",0,911.0,2640.40,14.294,2,0,0.00,1832.85,2668.27,0
E02003480,"Walnut Tree & Tilbrook",0,524.0,3768.90,49.925,3,0,0.00,128.13,0.00,0
E02003481,"Denbigh",0,1984.0,5735.17,53.235,12,0,53096.82,21778.93,73748.82,0
E02003482,"Bow Brickhill & Woburn Sands",0,7148.0,4768.71,76.624,4,0,0.00,0.00,474778.63,0
E02003483,"Westcroft & Shenley Brook End",0,1072.0,2052.06,67.811,7,0,0.00,10550.03,0.00,0
E02003484,"Furzton",0,631.0,668.47,47.451,2,0,0.00,0.00,0.00,0
E02003485,"Bletchley North West",0,1282.0,285.17,30.545,0,0,0.00,0.00,0.00,0
E02003486,"Tattenhoe & Emerson Valley",0,475.0,683.75,74.855,4,0,0.00,567.98,0.00,0
E02003487,"Far Bletchley",0,451.0,248.04,22.312,1,0,0.00,375.42,0.00,0
E02003488,"Bletchley East",0,1401.0,2026.01,19.662,5,0,0.00,8402.50,0.00,0
E02003489,"Bletchley West",0,1687.0,1516.99,26.493,1,0,0.00,0.00,0.00,0
E02003490,"Bletchley South",0,926.0,475.12,17.862,1,0,0.00,0.00,0.00,0
