MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005538,"Hemsby & Ormesby",0,98.0,1139.93,19.237,0,0.00
E02005539,"Fleggburgh",0,358.0,1400.60,18.912,0,0.00
E02005540,"Caister on Sea",0,56.0,1116.67,4.002,2,0.00
E02005541,"Yarmouth North",0,56.0,664.76,1.919,0,0.00
E02005542,"Yarmouth Central & Northgate",0,267.0,4275.40,13.921,7,0.00
E02005543,"Yarmouth Parade",0,169.0,2317.63,6.204,2,0.00
E02005544,"Southtown & Cobholm",0,267.0,3870.77,8.374,2,0.00
E02005545,"Bradwell North",0,113.0,607.84,6.496,1,0.00
E02005546,"Gorleston North",0,113.0,372.79,8.208,1,0.00
E02005547,"Gorleston South & Beach",0,113.0,1917.16,10.315,2,0.00
E02005548,"Gorleston West",0,113.0,1174.77,6.364,0,0.00
E02005549,"Belton",0,113.0,556.20,6.803,0,0.00
E02005550,"Bradwell South & Hopton",0,113.0,1233.02,9.305,1,0.00
