MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02002110,"Brownhills West & Clayhanger",0,143.0,1192.30,15.306,3,0.00
E02002111,"Brownhills",0,48.0,433.03,11.911,0,0.00
E02002112,"Pelsall North",0,95.0,72.60,6.066,1,0.00
E02002113,"Walsall Wood",0,223.0,884.70,16.601,0,0.00
E02002114,"Pelsall South",0,152.0,384.96,7.195,0,0.00
E02002115,"Little Bloxwich",0,95.0,306.42,7.928,0,0.00
E02002116,"Aldridge North",0,223.0,114.78,16.150,0,0.00
E02002117,"Bloxwich Central & North",0,167.0,499.23,8.653,0,0.00
E02002118,"Bloxwich North West",0,143.0,380.55,7.344,0,0.00
E02002119,"Shelfield",0,57.0,384.64,15.373,2,0.00
E02002120,"Ashmore",0,136.0,179.60,6.229,0,0.00
E02002121,"Blakenall North",0,95.0,812.84,7.290,0,0.00
E02002122,"Blakenall South",0,167.0,212.21,6.328,0,0.00
E02002123,"New Invention",0,136.0,82.81,7.521,0,0.00
E02002124,"Aldridge Central",0,175.0,2357.80,50.989,4,0.00
E02002125,"Rushall",0,232.0,706.75,18.891,0,0.00
E02002126,"Bloxwich South",0,167.0,334.55,5.289,0,0.00
E02002127,"Walsall Ryecroft",0,167.0,148.06,5.935,0,0.00
E02002128,"Short Heath East",0,120.0,94.17,6.181,0,0.00
E02002129,"Short Heath West",0,109.0,0.00,8.493,0,0.00
E02002130,"Leamore",0,72.0,125.85,1.949,0,0.00
E02002131,"Aldridge South",0,561.0,896.17,28.265,0,0.00
E02002132,"Bentley",0,72.0,6.04,1.769,0,0.00
E02002133,"Walsall North East",0,191.0,2312.67,17.756,1,0.00
E02002134,"Willenhall Park",0,149.0,375.65,9.217,0,0.00
E02002135,"Walsall West",0,134.0,2964.71,3.554,0,724.71
E02002136,"Willenhall Town",0,222.0,2603.26,7.226,1,0.00
E02002137,"Streetly North",0,504.0,124.60,40.771,2,0.00
E02002138,"Walsall East",0,157.0,530.02,5.028,0,0.00
E02002139,"Walsall Central",0,429.0,5005.76,41.227,1,0.00
E02002140,"Pleck",0,134.0,1354.61,2.605,1,0.00
E02002141,"Streetly South",0,329.0,251.92,39.623,0,0.00
E02002142,"Darlaston East",0,161.0,3523.91,4.378,3,0.00
E02002143,"Palfrey",0,62.0,2780.42,3.550,0,0.00
E02002144,"Walsall South East",0,230.0,340.70,18.797,0,0.00
E02002145,"Darlaston Central",0,89.0,172.08,3.747,0,0.00
E02002146,"The Delves",0,157.0,575.12,11.515,0,0.00
E02002147,"Darlaston West",0,246.0,496.63,5.409,1,0.00
E02002148,"Pheasey & Sutton Road",0,343.0,503.43,22.967,0,0.00
