MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02001509,"Royston West",404,196.0,358.03,9.141,1,0.00
E02001510,"Royston East & Carlton",372,196.0,369.89,8.231,0,0.00
E02001511,"Shafton & Upper Cudworth",358,257.0,511.50,9.545,0,0.00
E02001512,"Mapplewell & Staincross",467,250.0,820.32,30.222,1,0.00
E02001513,"Darton & Kexborough",598,250.0,1214.63,27.213,0,0.00
E02001514,"Grimethorpe & Brierley",329,61.0,382.51,16.096,0,0.00
E02001515,"Athersley",405,196.0,443.63,11.677,0,0.00
E02001516,"Cudworth Village",308,61.0,760.41,11.594,2,0.00
E02001517,"Monk Bretton",365,196.0,1357.15,10.672,1,0.00
E02001518,"Honeywell",438,547.0,889.85,26.881,0,0.00
E02001519,"Lundwood",338,257.0,575.33,9.334,0,0.00
E02001520,"Wilthorpe & Barugh Green",515,351.0,4260.18,37.844,2,14424.75
E02001521,"Barnsley Town & Park Road",483,608.0,5049.67,53.391,7,2998.17
E02001522,"Thurnscoe",412,152.0,103.17,18.811,0,0.00
E02001523,"Ardsley & Stairfoot",381,374.0,3708.99,9.823,2,0.00
E02001524,"Silkstone",451,424.0,1807.81,37.468,0,0.00
E02001525,"Worsbrough Common",441,297.0,325.15,8.311,0,0.00
E02001526,"Kendray",381,297.0,653.57,5.859,0,0.00
E02001527,"Dodworth",493,351.0,2113.77,24.514,1,0.00
E02001528,"Darfield & Great Houghton",360,486.0,707.79,20.720,0,0.00
E02001529,"Worsbrough",397,351.0,621.94,11.752,0,0.00
E02001530,"Goldthorpe",418,302.0,189.29,14.466,2,0.00
E02001531,"Wombwell North",398,388.0,727.08,21.884,1,0.00
E02001532,"Penistone",441,174.0,1210.45,56.248,5,0.00
E02001533,"Bolton-upon-Dearne",354,152.0,43.85,13.706,0,0.00
E02001534,"Wombwell South",405,77.0,688.01,17.628,0,0.00
E02001535,"Ingbirchworth",408,2266.0,2493.63,37.339,0,0.00
E02001536,"Birdwell",511,601.0,6637.77,21.535,0,0.00
E02001537,"Elsecar",422,131.0,524.26,16.975,0,0.00
E02001538,"Hoyland",454,304.0,23.11,18.374,4,0.00
