MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02001287,"Standish North",803,159.0,1220.61,19.386,0,0.00
E02001288,"Standish South",762,216.0,853.02,30.098,0,0.00
E02001289,"Shevington",794,159.0,359.75,26.339,0,0.00
E02001290,"Aspull & Red Rock",728,365.0,1181.68,13.207,0,0.00
E02001291,"Beech Hill",689,159.0,113.90,22.729,0,0.00
E02001292,"Wigan Marylebone & Bottling Wood",687,216.0,1316.25,9.845,6,0.00
E02001293,"New Springs",676,206.0,231.59,12.901,0,0.00
E02001294,"Wigan Central",653,653.0,3615.11,68.050,3,0.00
E02001295,"Wigan East",675,206.0,928.08,9.521,0,0.00
E02001296,"Laithwaite & Marsh Green",764,287.0,5051.30,16.848,1,0.00
E02001297,"Pemberton North",823,287.0,936.12,11.565,0,0.00
E02001298,"Ince-in-Makerfield",680,282.0,723.89,19.240,0,0.00
E02001299,"Hindley West",659,149.0,705.92,21.644,2,0.00
E02001300,"Pemberton South",811,128.0,1031.93,18.290,0,0.00
E02001301,"Wigan South",758,420.0,4674.09,27.248,3,0.00
E02001302,"Hindley East",630,149.0,94.26,13.558,1,0.00
E02001303,"Atherton North",778,149.0,300.15,29.208,0,0.00
E02001304,"Orrell & Longshaw",801,371.0,1609.46,24.664,0,0.00
E02001305,"Hindley Green",679,297.0,163.98,13.532,0,0.00
E02001306,"Worsley Mesnes & Hawkley",814,76.0,964.89,9.379,0,0.00
E02001307,"Winstanley",785,288.0,455.11,16.866,0,0.00
E02001308,"Atherton South East & Tyldesley West",765,149.0,456.67,22.187,0,0.00
E02001309,"Atherton South West",787,297.0,882.37,35.675,1,0.00
E02001310,"Platt Bridge & Spring View",642,225.0,119.50,20.480,0,0.00
E02001311,"Tyldesley North",770,81.0,149.43,30.530,0,0.00
E02001312,"Abram & Bickershaw",698,655.0,303.72,13.916,0,0.00
E02001313,"Leigh North",734,229.0,1422.63,12.135,2,0.00
E02001314,"Tyldesley South",797,81.0,101.97,13.346,0,0.00
E02001315,"Astley",875,778.0,214.34,28.977,1,0.00
E02001316,"Leigh Central",752,148.0,3659.45,17.754,20,0.00
E02001317,"Leigh East & Higher Folds",756,229.0,663.30,14.275,0,0.00
E02001318,"Ashton-in-Makerfield North",806,84.0,293.48,16.540,0,0.00
E02001319,"Leigh West",751,297.0,545.64,13.922,0,0.00
E02001320,"Leigh South East",838,229.0,130.86,12.066,0,0.00
E02001321,"Ashton-in-Makerfield East",806,442.0,62.61,15.466,0,0.00
E02001322,"Ashton-in-Makerfield West",834,84.0,554.88,15.966,0,0.00
E02001323,"Leigh South",808,148.0,1307.77,18.623,1,0.00
E02001324,"Golborne",835,358.0,730.55,28.393,2,0.00
E02001325,"Lowton",830,447.0,0.00,30.988,0,0.00
E02001326,"Lowton Common",849,506.0,596.18,24.495,0,0.00
