MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02004829,"South Wonston",0,303.0,1560.06,45.405,0,0.00
E02004830,"Springvale & Itchen Abbas",0,776.0,2958.17,29.829,4,0.00
E02004831,"Winchester North & Sparsholt",0,918.0,1703.36,53.912,5,0.00
E02004832,"New Alresford",0,1127.0,1164.99,78.488,1,0.00
E02004833,"Winchester West",0,615.0,363.08,47.387,2,0.00
E02004834,"Winchester East",0,1001.0,10836.09,88.970,14,0.00
E02004835,"Winchester Central & South",0,615.0,3975.83,49.424,24,0.00
E02004836,"Winchester Stanmore",0,615.0,303.94,23.376,0,0.00
E02004837,"Oliver's Battery and Hursley",0,1500.0,4757.70,43.991,3,0.00
E02004838,"Colden Common & Twyford",0,919.0,3287.62,68.321,1,0.00
E02004839,"Swanmore",0,1116.0,1833.78,61.244,2,0.00
E02004840,"Bishop's Waltham & Waltham Chase",0,337.0,805.05,81.405,6,0.00
E02004841,"Whiteley",0,731.0,7296.69,62.271,9,0.00
E02004842,"Denmead & Southwick",0,923.0,3668.21,39.390,1,0.00
